"x","n","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","ax","X1.1","X2.1","X3.1","X4.1","X5.1","X6.1","X7.1","X8.1","X9.1","X10.1","X11.1","X12.1","X13.1","X14.1","X15.1","X16.1","X17.1","X18.1","X1.2","X2.2","X3.2","X4.2","X5.2","X6.2","X7.2","X8.2","X9.2","X10.2","X11.2","X12.2","X13.2","X14.2","X15.2","X16.2","X17.2","X18.2","lx","dx","Lx","Tx","ex","year","sex","scenario","bmmr_lss"
0,1,0.0153935,0.002974,0.00420451,0.00648214,0.0406448,0.0377289,0.0378533,0.0172333,0.0119064,0.0107061,0.0176342,0.0206868,0.0183663,0.0228606,0.0268882,0.0403309,0.0637778,0.175124,0.118573040425,0.0151874331720975,0.011825660968559,0.0208038747514222,0.0318938490138829,0.184478745692676,0.172384779711826,0.172904029728679,0.0826075004080451,0.0578111920572246,0.0521350912489491,0.0844480648376019,0.0983477494421028,0.0878000928851105,0.108123575476173,0.12597302994086,0.183184509649448,0.27503601940412,1,0.984812566827903,0.988174339031441,0.979196125248578,0.968106150986117,0.815521254307324,0.827615220288174,0.827095970271321,0.917392499591955,0.942188807942775,0.947864908751051,0.915551935162398,0.901652250557897,0.91219990711489,0.891876424523827,0.87402697005914,0.816815490350552,0.72496398059588,0,1e+05,1518.74331720975,98661.338695537,4299274.03464882,42.9927403464882,2023,"Total","B'Tselem historical average",33.6793696535118
0,1,0.0150493,0.00320982,0.00150345,0.00700417,0.0399804,0.0447503,0.0316597,0.0153093,0.0135969,0.022688,0.02896,0.0202759,0.0164569,0.0348408,0.0235628,0.047114,0.0684993,0.213402,0.119259874315,0.0148524380278591,0.0127573821989404,0.00748910127671381,0.0344181731602406,0.18173718647467,0.201237863133538,0.146688236126745,0.0737248118450514,0.0657495256855165,0.107351048527519,0.135024244684819,0.0964885209929953,0.0790329083273683,0.160246232644223,0.111260006780577,0.210747147259983,0.292420074053472,1,0.985147561972141,0.98724261780106,0.992510898723286,0.965581826839759,0.81826281352533,0.798762136866462,0.853311763873255,0.926275188154949,0.934250474314483,0.892648951472481,0.864975755315181,0.903511479007005,0.920967091672632,0.839753767355777,0.888739993219423,0.789252852740017,0.707579925946528,0,1e+05,1485.24380278592,98691.8861864615,4170377.55503199,41.7037755503199,2023,"Total","B'Tselem historical average",34.9683344496801
0,1,0.015904,0.00229531,0.00419895,0.00769421,0.0279529,0.0570924,0.0309252,0.0186742,0.0177656,0.0121391,0.0137488,0.00816653,0.0100635,0.0164547,0.0221708,0.0470614,0.0471505,0.18639,0.1175543632,0.0156838858310407,0.0091392850154225,0.0207766497166804,0.0377450050124577,0.130635404036285,0.249806822428025,0.14352931784913,0.0892063566372134,0.0850505642398512,0.058907781377695,0.0664596489464139,0.040015676934608,0.0490826420786049,0.0790227604587005,0.105032370784526,0.210536628749429,0.210893200387789,1,0.984316114168959,0.990860714984578,0.97922335028332,0.962254994987542,0.869364595963715,0.750193177571975,0.85647068215087,0.910793643362787,0.914949435760149,0.941092218622305,0.933540351053586,0.959984323065392,0.950917357921395,0.920977239541299,0.894967629215474,0.789463371250571,0.789106799612211,0,1e+05,1568.38858310407,98615.9823380329,4365597.79769777,43.6559779769777,2023,"Total","B'Tselem historical average",33.0161320230223
0,1,0.016207,0.00334981,0.00293157,0.00797836,0.0285522,0.0396842,0.0333487,0.0202895,0.0251395,0.0310165,0.0171612,0.0121494,0.0208946,0.0244512,0.0249618,0.0460168,0.0506312,0.173464,0.11694974185,0.0159783246798733,0.013310067604873,0.0145512053076407,0.0391116822960904,0.13324957846442,0.180512285863354,0.153911618980281,0.0965501160509601,0.118264710759645,0.143922564449389,0.0822761081327794,0.0589562910925019,0.0992866147486805,0.115213244773486,0.11747785330352,0.206345590569683,0.22471235901997,1,0.984021675320127,0.986689932395127,0.985448794692359,0.96088831770391,0.86675042153558,0.819487714136646,0.846088381019719,0.90344988394904,0.881735289240355,0.856077435550611,0.917723891867221,0.941043708907498,0.90071338525132,0.884786755226514,0.88252214669648,0.793654409430318,0.77528764098003,0,1e+05,1597.83246798733,98589.0336266633,4263089.52016407,42.6308952016407,2023,"Total","B'Tselem historical average",34.0412147983593
0,1,0.0192964,0.00436053,0.00309007,0.0108703,0.0236954,0.0694551,0.0372084,0.0157153,0.0201126,0.0162448,0.0169879,0.0208521,0.0124663,0.0196263,0.0272193,0.0554978,0.063153,0.174964,0.11078499862,0.0189708852510393,0.0172913213490358,0.0153319083251046,0.0529135350011914,0.111851108130983,0.295896668286275,0.170208989580255,0.0756060698271149,0.095748615966291,0.0780540681829539,0.0814791028708507,0.0990946700753067,0.0604476050528249,0.0935418013599243,0.127425422961931,0.243679771889129,0.272709018402126,1,0.981029114748961,0.982708678650964,0.984668091674895,0.947086464998809,0.888148891869017,0.704103331713725,0.829791010419745,0.924393930172885,0.904251384033709,0.921945931817046,0.918520897129149,0.900905329924693,0.939552394947175,0.906458198640076,0.872574577038069,0.756320228110871,0.727290981597874,0,1e+05,1897.08852510393,98313.0804245317,4030893.99648031,40.3089399648031,2023,"Total","B'Tselem historical average",36.3631700351969
0,1,0.01513,0.00462216,0.00383197,0.00324825,0.0348675,0.0448777,0.0444089,0.012547,0.0141258,0.00656505,0.0105885,0.0319527,0.0122473,0.0145821,0.0270472,0.0473955,0.0492656,0.187037,0.1190988415,0.0149309991280818,0.0183192906153784,0.0189780417830713,0.0161104232938395,0.160359189868178,0.20175297615502,0.199856033486278,0.0608270088014214,0.0682198501035193,0.0322952009770638,0.0515771873786041,0.147945365314304,0.0594172478509865,0.0703460183157932,0.126670775502099,0.211872940161446,0.219316146172776,1,0.985069000871918,0.981680709384622,0.981021958216929,0.98388957670616,0.839640810131822,0.79824702384498,0.800143966513722,0.939172991198579,0.931780149896481,0.967704799022936,0.948422812621396,0.852054634685696,0.940582752149013,0.929653981684207,0.873329224497901,0.788127059838554,0.780683853827224,0,1e+05,1493.09991280819,98684.726557051,4336196.22490823,43.3619622490823,2023,"Total","B'Tselem historical average",33.3101477509177
0,1,0.0151027,0.00429948,0.00251263,0.00339211,0.0214021,0.0696286,0.0269536,0.0285095,0.0159512,0.0121866,0.0251891,0.0128567,0.0112372,0.0258944,0.0301887,0.0427897,0.0497875,0.191557,0.119153317285,0.0149044240150004,0.0170512965827369,0.0124847262556705,0.0168179293343144,0.10157566846487,0.296526233708935,0.126260090089415,0.1330635610179,0.0766974587403522,0.059131471037632,0.118484222667044,0.0622816585028171,0.0546506979426959,0.121600096174075,0.140350966912892,0.193273240095693,0.221382319428619,1,0.985095575985,0.982948703417263,0.98751527374433,0.983182070665686,0.89842433153513,0.703473766291065,0.873739909910585,0.8669364389821,0.923302541259648,0.940868528962368,0.881515777332956,0.937718341497183,0.945349302057304,0.878399903825925,0.859649033087108,0.806726759904307,0.778617680571381,0,1e+05,1490.44240150004,98687.1487548609,4228076.98086365,42.2807698086365,2023,"Total","B'Tselem historical average",34.3913401913635
0,1,0.0174322,0.00580885,0.00464656,0.015819,0.0199298,0.0540748,0.0400346,0.0241454,0.0166072,0.0075387,0.0157249,0.0111058,0.0160417,0.0240371,0.0267264,0.0526151,0.0490481,0.179199,0.11450491651,0.0171672048390977,0.0229685581816135,0.0229660175536893,0.0760859893367066,0.0949196746694329,0.238175736684793,0.181961145782627,0.113854352776194,0.0797259384859407,0.0369962410931772,0.075650508304891,0.0540289142113782,0.0771158275720919,0.113372627064943,0.125262463255144,0.2324937899774,0.218453657859815,1,0.982832795160902,0.977031441818387,0.977033982446311,0.923914010663293,0.905080325330567,0.761824263315207,0.818038854217373,0.886145647223806,0.920274061514059,0.963003758906823,0.924349491695109,0.945971085788622,0.922884172427908,0.886627372935057,0.874737536744856,0.7675062100226,0.781546342140185,0,1e+05,1716.72048390977,98479.8524517713,4139705.13131602,41.3970513131602,2023,"Total","B'Tselem historical average",35.2750586868398
0,1,0.0178428,0.00550565,0.00460928,0.0052652,0.0255724,0.0508097,0.0336937,0.0190233,0.0358914,0.016376,0.013499,0.0216641,0.0197391,0.014487,0.0368651,0.040655,0.0560062,0.178533,0.11368558474,0.0175650209473756,0.0217827436745761,0.0227838570583453,0.0259839729638765,0.120178846184574,0.225415291640797,0.155380168077148,0.0907982921236122,0.16468046857543,0.0786596729878764,0.065291572651929,0.102755249972668,0.0940541398216178,0.0699032780280202,0.168771092037336,0.184520770217063,0.245637888256782,1,0.982434979052624,0.978217256325424,0.977216142941655,0.974016027036124,0.879821153815426,0.774584708359203,0.844619831922853,0.909201707876388,0.83531953142457,0.921340327012124,0.934708427348071,0.897244750027332,0.905945860178382,0.93009672197198,0.831228907962664,0.815479229782937,0.754362111743218,0,1e+05,1756.50209473756,98443.1868729997,4156334.86170429,41.5633486170429,2023,"Total","B'Tselem historical average",35.1087613829571
0,1,0.0143065,0.00547917,0.00515354,0.00414102,0.026832,0.0412062,0.0451226,0.0204464,0.0145464,0.00861256,0.0126743,0.0312615,0.0109617,0.0205419,0.0260163,0.050449,0.0461089,0.171867,0.120742094575,0.0141287727096573,0.0216791129098356,0.0254399356846296,0.02049294575443,0.125726281066087,0.186788852921831,0.202742345591978,0.0972604355751411,0.0701798399407159,0.0421551408013498,0.0614251965775431,0.14497700351179,0.053346577065454,0.0976925248114397,0.122137580181791,0.223994281261586,0.206715893809785,1,0.985871227290343,0.978320887090164,0.97456006431537,0.97950705424557,0.874273718933913,0.813211147078169,0.797257654408022,0.902739564424859,0.929820160059284,0.95784485919865,0.938574803422457,0.85502299648821,0.946653422934546,0.90230747518856,0.877862419818209,0.776005718738414,0.793284106190215,0,1e+05,1412.87727096574,98757.7164901081,4337332.45187025,43.3733245187025,2023,"Total","B'Tselem historical average",33.2987854812975
