"x","n","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","ax","X1.1","X2.1","X3.1","X4.1","X5.1","X6.1","X7.1","X8.1","X9.1","X10.1","X11.1","X12.1","X13.1","X14.1","X15.1","X16.1","X17.1","X18.1","X1.2","X2.2","X3.2","X4.2","X5.2","X6.2","X7.2","X8.2","X9.2","X10.2","X11.2","X12.2","X13.2","X14.2","X15.2","X16.2","X17.2","X18.2","lx","dx","Lx","Tx","ex","year","sex","scenario","bmmr_lss"
0,1,0.0148061079938031,0.0109821312191358,0.0110380477565429,0.0230473412366974,0.0285223353772348,0.0939482100432594,0.0602670633975559,0.0249710017156347,0.0290864185001891,0.0494130557996178,0.0288259596997843,0.0182980373195631,0.0385223005473664,0.0287170733282747,0.049063502255978,0.0446944695627165,0.0597799434797307,0.233396132939469,0.119745151803766,0.0146156204444048,0.0429844041431896,0.0537081558108251,0.108958686133438,0.133119480701635,0.380397005730749,0.261878670842455,0.117518614751713,0.135573708447154,0.21990040192179,0.134441299775624,0.0874880381309758,0.1756914095328,0.133967481655603,0.218514762431129,0.201012032403579,0.260037195303914,1,0.985384379555595,0.95701559585681,0.946291844189175,0.891041313866562,0.866880519298365,0.619602994269251,0.738121329157545,0.882481385248287,0.864426291552846,0.78009959807821,0.865558700224376,0.912511961869024,0.8243085904672,0.866032518344397,0.781485237568871,0.798987967596421,0.739962804696086,0,100000,1461.56204444048,98713.4529244417,3009619.05713601,30.0961905713601,2024,"Total","B'Tselem historical average",46.5759194286399
0,1,0.0196410112897821,0.00745597398400008,0.00379995656722945,0.0173858832507956,0.0385283684286868,0.0808505004482762,0.055478123852146,0.06896942275697,0.0198998461112926,0.0401917437898206,0.039577206217791,0.0311296484732274,0.0132492520994858,0.0295795830162388,0.0314621852592826,0.0492852684332244,0.0729618508437231,0.189321770732725,0.110097344021804,0.0193036114167379,0.0293856979373551,0.0188209855173513,0.0833084392571508,0.175716652342195,0.336281236571046,0.243603900810634,0.294131853422399,0.0947837742527691,0.182610166396083,0.180069419696808,0.144409685501648,0.0641223282664097,0.137714100882307,0.145839827146732,0.21939409945532,0.308531653086038,1,0.980696388583262,0.970614302062645,0.981179014482649,0.916691560742849,0.824283347657805,0.663718763428954,0.756396099189366,0.705868146577602,0.905216225747231,0.817389833603917,0.819930580303192,0.855590314498352,0.93587767173359,0.862285899117693,0.854160172853268,0.78060590054468,0.691468346913962,0,100000,1930.36114167378,98282.1664930274,3083916.42309865,30.8391642309865,2024,"Total","B'Tselem historical average",45.8329457690135
0,1,0.0160778525327658,0.00311886991418308,0.0109549258473437,0.0292881926022591,0.052886862779274,0.085364688730201,0.0577327850174038,0.0473165166041339,0.0252047443368552,0.0170844995805488,0.0207859270867216,0.0186461303054169,0.0218469201963616,0.0297606643184057,0.0353510400230536,0.0536924964549667,0.071145606708385,0.200599364452927,0.117207449163492,0.0158528466058044,0.0123981432646923,0.0533144885646809,0.13645002637841,0.233554413368134,0.351754838010692,0.252255407115786,0.211557207694202,0.118553448297781,0.0819234452382203,0.0987957331683184,0.0890782403354063,0.103577478703375,0.138498782179638,0.162402460419902,0.236691137166718,0.3020111222322,1,0.984147153394196,0.987601856735308,0.946685511435319,0.86354997362159,0.766445586631866,0.648245161989308,0.747744592884214,0.788442792305798,0.881446551702219,0.91807655476178,0.901204266831682,0.910921759664594,0.896422521296625,0.861501217820362,0.837597539580098,0.763308862833282,0.6979888777678,0,100000,1585.28466058044,98600.5225106842,2972008.96951347,29.7200896951347,2024,"Total","B'Tselem historical average",46.9520203048653
0,1,0.0147632966302436,0.00656031448261733,0.0041039904369634,0.026610134744742,0.0587848453778214,0.0938085351780678,0.0436565534795641,0.0323883651983312,0.0215301890810588,0.0359246237718438,0.0306543118453509,0.0139672298551647,0.013831632931167,0.0257633897485386,0.0310191005344207,0.0518104640490051,0.0574187457813332,0.194017039341881,0.11983057973918,0.0145739201642553,0.0259014150736139,0.0203115561047823,0.124751535781793,0.256263239599427,0.379938897347088,0.196803374759909,0.149811455650409,0.10215253682302,0.164820346513145,0.142361569371022,0.0674798817290511,0.0668466682123723,0.121022099921531,0.143933763009389,0.22934601197455,0.251055499193651,1,0.985426079835745,0.974098584926386,0.979688443895218,0.875248464218207,0.743736760400573,0.620061102652912,0.803196625240091,0.850188544349591,0.89784746317698,0.835179653486855,0.857638430628978,0.932520118270949,0.933153331787628,0.878977900078469,0.856066236990611,0.77065398802545,0.748944500806349,0,100000,1457.39201642553,98717.24811381,3043158.9950796,30.431589950796,2024,"Total","B'Tselem historical average",46.240520049204
0,1,0.024464690206052,0.00831507080916422,0.0101242101818964,0.0157981540958774,0.060512858999476,0.0640588625827802,0.0652099516545416,0.0395257834271918,0.0471178682001454,0.0741171221705519,0.0210785565628071,0.0259064777198948,0.0165016823971622,0.0281482968796691,0.0560656821038643,0.0421375697367838,0.0583274916887465,0.193753497523446,0.108080027656673,0.0239422570884123,0.0327162080633487,0.0493714339731672,0.0759895345386001,0.262806381263481,0.276080763661111,0.280346331468702,0.179856494965963,0.210762626820603,0.312653218813262,0.100116979287038,0.121653363238737,0.0792394513375663,0.131488538363053,0.245866699924577,0.190608410689322,0.254523207734425,1,0.976057742911588,0.967283791936651,0.950628566026833,0.9240104654614,0.737193618736519,0.723919236338889,0.719653668531298,0.820143505034037,0.789237373179397,0.687346781186738,0.899883020712962,0.878346636761263,0.920760548662434,0.868511461636947,0.754133300075423,0.809391589310678,0.745476792265575,0,100000,2394.22570884123,97864.5422719866,2880552.71408673,28.8055271408673,2024,"Total","B'Tselem historical average",47.8665828591327
0,1,0.021096070910012,0.00730908377179632,0.00945162109553705,0.0260142621968174,0.0502056579427354,0.0935050766828094,0.0592670338301193,0.0360344905943088,0.0418506755935678,0.0220652497779926,0.0282150773185368,0.0476920097150587,0.0236573809918958,0.0450947937060069,0.0249861676945858,0.0605278601189662,0.0484850957428539,0.183009049356829,0.107193845302617,0.0207060781004695,0.0288151109672784,0.0461672178522488,0.122128597585772,0.223034326899203,0.37894271447549,0.258094003986543,0.165282753413357,0.189433570684698,0.104558476631748,0.131779934023894,0.213057229881825,0.111681665672896,0.202630065971038,0.117585792639454,0.262862968174521,0.21621719964872,1,0.97929392189953,0.971184889032722,0.953832782147751,0.877871402414228,0.776965673100797,0.62105728552451,0.741905996013457,0.834717246586643,0.810566429315302,0.895441523368252,0.868220065976106,0.786942770118175,0.888318334327104,0.797369934028962,0.882414207360546,0.737137031825479,0.78378280035128,0,100000,2070.60781004696,98151.3486032256,2845854.83080966,28.4585483080966,2024,"Total","B'Tselem historical average",48.2135616919034
0,1,0.0144988653789801,0.00631953028896846,0.0133655335896193,0.00905295720396298,0.0562348184918765,0.0925251087741509,0.0899339394065107,0.0356251110492337,0.0367021897398496,0.051028156268759,0.0156059542999341,0.0797378553588937,0.010707570205697,0.0217044878692545,0.0384179897274264,0.0564363756238804,0.0748375905899014,0.204712776291013,0.120358239079514,0.0143162783215328,0.0249626171258365,0.0646668989238387,0.0442630082219353,0.24651699612829,0.375717327404636,0.367126798831098,0.163558574313717,0.16808795834852,0.226274814818223,0.0750997628329049,0.332422611508285,0.052142064001081,0.102936954638167,0.175257359997074,0.247291314355655,0.315213420643168,1,0.985683721678467,0.975037382874163,0.935333101076161,0.955736991778065,0.75348300387171,0.624282672595364,0.632873201168902,0.836441425686283,0.83191204165148,0.773725185181777,0.924900237167095,0.667577388491715,0.947857935998919,0.897063045361833,0.824742640002927,0.752708685644345,0.684786579356832,0,100000,1431.62783215329,98740.6803727419,2783392.67450067,27.8339267450067,2024,"Total","B'Tselem historical average",48.8381832549933
0,1,0.0179527418324183,0.00476880007188559,0.0132585061726256,0.0168031661406779,0.0551631443128024,0.0877809625385951,0.0979952870066164,0.0242423368846343,0.0509681495254584,0.0356146369706192,0.0166806873414859,0.0302749050403595,0.0243172434040497,0.0372539390259021,0.0276638396148758,0.0512830268445528,0.0490071955556739,0.222864048302165,0.113466201310501,0.0176714875191433,0.0188949874524988,0.0641656782599281,0.0806287835875341,0.242388449073955,0.359919592112616,0.393559094085621,0.114285325989172,0.226038799321375,0.163514418240365,0.08006460509563,0.140723545276338,0.114618219184149,0.170399558247068,0.129371890033013,0.22727655947148,0.218291359429216,1,0.982328512480857,0.981105012547501,0.935834321740072,0.919371216412466,0.757611550926045,0.640080407887385,0.606440905914379,0.885714674010828,0.773961200678625,0.836485581759635,0.91993539490437,0.859276454723662,0.885381780815851,0.829600441752932,0.870628109966987,0.77272344052852,0.781708640570784,0,100000,1767.14875191433,98433.362904116,2794336.06970774,27.9433606970774,2024,"Total","B'Tselem historical average",48.7287493029226
0,1,0.0147725349514207,0.00461688227268957,0.00361054465771587,0.00523858664565958,0.0465134946337001,0.0978908835773777,0.0648106232678642,0.0373455519965772,0.0384180763032469,0.0242743997623896,0.0468670801281423,0.0505346845364204,0.0323056793381635,0.0506949046879452,0.0505643607971822,0.0637388632343521,0.0612702337964209,0.184372724725547,0.119812145131187,0.014582919003478,0.0182985644550618,0.0178912305711825,0.0258543328216678,0.208340823705038,0.393222237266228,0.278868941558225,0.170782813846336,0.175257720334842,0.114427831497654,0.209758481715426,0.224332049322322,0.149457575424971,0.224963291843939,0.224449003057937,0.274891186776129,0.26565873671121,1,0.985417080996522,0.981701435544938,0.982108769428818,0.974145667178332,0.791659176294962,0.606777762733772,0.721131058441774,0.829217186153664,0.824742279665158,0.885572168502346,0.790241518284574,0.775667950677678,0.850542424575029,0.775036708156061,0.775550996942063,0.725108813223871,0.73434126328879,0,100000,1458.2919003478,98716.4291804603,3061719.76825734,30.6171976825734,2024,"Total","B'Tselem historical average",46.0549123174266
0,1,0.0180330125520729,0.00879866095474389,0.00887027771761521,0.00877381870852152,0.0462263358622887,0.123030464422613,0.0441411687371796,0.0213100170147905,0.0396314715840337,0.0287239578745177,0.0238018050790893,0.039971412039549,0.00886582635863267,0.032779849705817,0.0379407346879829,0.0563012064519173,0.0528189962506119,0.274873825350536,0.113306025102966,0.0177492069295517,0.0345860224483826,0.0433892028891444,0.0429274983228696,0.20718784234445,0.470452383910101,0.198770894680561,0.101160742228649,0.180294060574134,0.133997446827662,0.112325170840872,0.181700042074352,0.0433679010916217,0.151485101388612,0.173268808689442,0.246772113050944,0.233289666237321,1,0.982250793070448,0.965413977551617,0.956610797110856,0.95707250167713,0.79281215765555,0.529547616089899,0.801229105319439,0.898839257771351,0.819705939425866,0.866002553172338,0.887674829159128,0.818299957925648,0.956632098908378,0.848514898611388,0.826731191310558,0.753227886949056,0.766710333762679,0,100000,1774.92069295517,98426.1885156366,2995581.15543176,29.9558115543176,2024,"Total","B'Tselem historical average",46.7162984456824
