"","region","cause","year","sex","age","mx_m","mx_l","mx_u"
"302","Palestine","noconflict","24","t",60,0.0102217758219622,0.0102217340694738,0.0102218291610506
"303","Palestine","noconflict","24","t",65,0.0144860670673961,0.0144860224859479,0.014486132553365
"304","Palestine","noconflict","24","t",70,0.0330736437770935,0.0330736205123178,0.0330737257106459
"305","Palestine","noconflict","24","t",75,0.0342328316912901,0.0342327868881456,0.0342328868881456
"306","Palestine","noconflict","24","t",80,0.142962871758666,0.142962471533475,0.142963247267569
"307","Palestine","noconflict","23_24","t",0,0.0122801619964215,0.0122801304448116,0.0122802100870581
"308","Palestine","noconflict","23_24","t",1,0.000479376036758629,0.000479342517253685,0.000479396706282958
"309","Palestine","noconflict","23_24","t",5,0.00022810295070347,0.000228080742566029,0.00022812963446452
"310","Palestine","noconflict","23_24","t",10,0.000210767223995693,0.000210706603071152,0.000210806603071152
"311","Palestine","noconflict","23_24","t",15,0.000206018591353304,0.000206007515583945,0.000206063401667537
"312","Palestine","noconflict","23_24","t",20,0.000376546027482552,0.000376544842941723,0.000376549751390434
"313","Palestine","noconflict","23_24","t",25,0.000440778437639108,0.000440734999272369,0.00044079088258277
"314","Palestine","noconflict","23_24","t",30,0.000461574592363165,0.000461542900963263,0.000461593880001605
"315","Palestine","noconflict","23_24","t",35,0.000761190225356792,0.000761148800724107,0.000761248800724109
"316","Palestine","noconflict","23_24","t",40,0.00102880488903536,0.00102874800842312,0.00102884800842312
"317","Palestine","noconflict","23_24","t",45,0.0016109100246234,0.00161086756458513,0.00161093773614914
"318","Palestine","noconflict","23_24","t",50,0.00324390155214116,0.00324385915342943,0.00324395915342943
"319","Palestine","noconflict","23_24","t",55,0.00545238865552518,0.00545235991908116,0.00545245991908116
"320","Palestine","noconflict","23_24","t",60,0.0103036875406651,0.0103036303850776,0.0103037303850776
"321","Palestine","noconflict","23_24","t",65,0.0147420600909475,0.0147420036906964,0.0147421036906964
"322","Palestine","noconflict","23_24","t",70,0.0330452670043003,0.0330452143327577,0.0330453143327578
"323","Palestine","noconflict","23_24","t",75,0.0348329954765213,0.0348329740551165,0.0348330189247914
"324","Palestine","noconflict","23_24","t",80,0.142178478097816,0.142178086179253,0.14217886854188
"325","Gaza Strip","all","23","f",0,0.0243656935,0.022021775,0.02718723
"326","Gaza Strip","all","23","f",1,0.015138440675,0.0129728975,0.01777936
"327","Gaza Strip","all","23","f",5,0.01746264455,0.0149803175,0.0205469225
"328","Gaza Strip","all","23","f",10,0.01564604715,0.013328865,0.01844305
"329","Gaza Strip","all","23","f",15,0.0095818574025,0.0084568495,0.0108472
"330","Gaza Strip","all","23","f",20,0.0110404015125,0.00974872075,0.012516645
"331","Gaza Strip","all","23","f",25,0.0121912071675,0.0107764825,0.0137850075
"332","Gaza Strip","all","23","f",30,0.020506534,0.01750855,0.024109925
"333","Gaza Strip","all","23","f",35,0.017943485975,0.01519907,0.0213225175
"334","Gaza Strip","all","23","f",40,0.0181312586,0.0153309925,0.02148888
"335","Gaza Strip","all","23","f",45,0.0194167668,0.0150899175,0.0253491125
"336","Gaza Strip","all","23","f",50,0.026027977475,0.0205327875,0.03367926
"337","Gaza Strip","all","23","f",55,0.02651356285,0.0212605575,0.0338562925
"338","Gaza Strip","all","23","f",60,0.03999417515,0.03212445,0.05066926
"339","Gaza Strip","all","23","f",65,0.0474655889,0.039626435,0.0581637075
"340","Gaza Strip","all","23","f",70,0.052464747425,0.0466049075,0.060331715
"341","Gaza Strip","all","23","f",75,0.06474685415,0.058163285,0.0740911875
"342","Gaza Strip","all","23","f",80,0.1827006525,0.169170975,0.201097775
"343","Gaza Strip","all","23","m",0,0.0230044346,0.02147677,0.0247270125
"344","Gaza Strip","all","23","m",1,0.01245008835,0.01109425,0.01397863
"345","Gaza Strip","all","23","m",5,0.0133919362,0.0119763975,0.0150079275
"346","Gaza Strip","all","23","m",10,0.01367440005,0.012169895,0.0154136375
"347","Gaza Strip","all","23","m",15,0.01713572065,0.0152910825,0.01922089
"348","Gaza Strip","all","23","m",20,0.023504302225,0.0210942425,0.026348375
"349","Gaza Strip","all","23","m",25,0.02485068485,0.0223877375,0.02772174
"350","Gaza Strip","all","23","m",30,0.02795272845,0.02465455,0.03194208
"351","Gaza Strip","all","23","m",35,0.0252412218,0.02209919,0.02883107
"352","Gaza Strip","all","23","m",40,0.02308110705,0.0201665525,0.0265366325
"353","Gaza Strip","all","23","m",45,0.01495879975,0.01340628,0.0167007575
"354","Gaza Strip","all","23","m",50,0.019812287925,0.017862155,0.0220193125
"355","Gaza Strip","all","23","m",55,0.022509290675,0.020579375,0.02470291
"356","Gaza Strip","all","23","m",60,0.045503720825,0.039314985,0.053304325
"357","Gaza Strip","all","23","m",65,0.0548561927,0.047691,0.0640589975
"358","Gaza Strip","all","23","m",70,0.078444266325,0.070075285,0.0891313525
"359","Gaza Strip","all","23","m",75,0.072299340875,0.063282985,0.084015455
"360","Gaza Strip","all","23","m",80,0.25290030025,0.23987345,0.2698334
"361","Gaza Strip","conflict","23","f",0,0.0123367709525,0.00999284475,0.0151583275
"362","Gaza Strip","conflict","23","f",1,0.0145973121,0.012431795,0.0172382575
"363","Gaza Strip","conflict","23","f",5,0.017199078525,0.01471672,0.020283325
"364","Gaza Strip","conflict","23","f",10,0.015441969125,0.013124765,0.01823895
"365","Gaza Strip","conflict","23","f",15,0.0093039668575,0.0081789595,0.0105693
"366","Gaza Strip","conflict","23","f",20,0.01068420128,0.00939252075,0.012160445
"367","Gaza Strip","conflict","23","f",25,0.011827692605,0.0104129825,0.0134215075
"368","Gaza Strip","conflict","23","f",30,0.01986456235,0.01686655,0.0234679275
"369","Gaza Strip","conflict","23","f",35,0.016871580925,0.01412717,0.0202506175
"370","Gaza Strip","conflict","23","f",40,0.01711167095,0.0143113925,0.02046928
"371","Gaza Strip","conflict","23","f",45,0.017962162075,0.0136353175,0.0238945125
"372","Gaza Strip","conflict","23","f",50,0.022951404725,0.0174561875,0.0306027575
"373","Gaza Strip","conflict","23","f",55,0.0213340323,0.0160810575,0.02867679
"374","Gaza Strip","conflict","23","f",60,0.0320055168,0.02413585,0.04268056
"375","Gaza Strip","conflict","23","f",65,0.030877805725,0.023038635,0.0415759075
"376","Gaza Strip","conflict","23","f",70,0.019218909225,0.0133591075,0.027085915
"377","Gaza Strip","conflict","23","f",75,0.020628019075,0.0140443875,0.029972385
"378","Gaza Strip","conflict","23","f",80,0.0439303794,0.0304009775,0.06232738
"379","Gaza Strip","conflict","23","m",0,0.00940396874,0.00787633025,0.011126515
"380","Gaza Strip","conflict","23","m",1,0.0118537534925,0.0104978525,0.0133823275
"381","Gaza Strip","conflict","23","m",5,0.013031522375,0.0116159,0.0146475275
"382","Gaza Strip","conflict","23","m",10,0.013320534875,0.0118160925,0.0150597375
"383","Gaza Strip","conflict","23","m",15,0.016289214375,0.0144445825,0.01837439
"384","Gaza Strip","conflict","23","m",20,0.02120250045,0.0187924425,0.024046575
"385","Gaza Strip","conflict","23","m",25,0.022396332975,0.0199334375,0.0252673425
"386","Gaza Strip","conflict","23","m",30,0.0257733755,0.02247515,0.0297626825
"387","Gaza Strip","conflict","23","m",35,0.0227847229,0.01964269,0.02637457
"388","Gaza Strip","conflict","23","m",40,0.02044468455,0.0175301525,0.0239002325
"389","Gaza Strip","conflict","23","m",45,0.0118807751675,0.01032828,0.0136227575
"390","Gaza Strip","conflict","23","m",50,0.0144653561,0.012515255,0.016672315
"391","Gaza Strip","conflict","23","m",55,0.014272828825,0.0123428775,0.01646641
"392","Gaza Strip","conflict","23","m",60,0.02915367495,0.022964985,0.036954225
"393","Gaza Strip","conflict","23","m",65,0.033201260675,0.0260361,0.042404
"394","Gaza Strip","conflict","23","m",70,0.036580157,0.028211185,0.0472672525
"395","Gaza Strip","conflict","23","m",75,0.034047651575,0.025031285,0.045763755
"396","Gaza Strip","conflict","23","m",80,0.045409744425,0.0323833425,0.0623432875
"397","Gaza Strip","all","24","f",0,0.02517879505,0.02257575,0.02835004
"398","Gaza Strip","all","24","f",1,0.012856897075,0.0109444575,0.015150155
"399","Gaza Strip","all","24","f",5,0.014691310375,0.0124899275,0.01739351
"400","Gaza Strip","all","24","f",10,0.014801879675,0.012606385,0.0175095225
"401","Gaza Strip","all","24","f",15,0.009402645425,0.0083048925,0.010644645
"402","Gaza Strip","all","24","f",20,0.0105287051325,0.00923509975,0.011958015
"403","Gaza Strip","all","24","f",25,0.0112726220325,0.009877274,0.012909625
"404","Gaza Strip","all","24","f",30,0.0175529475,0.0149017975,0.0208466475
"405","Gaza Strip","all","24","f",35,0.0165674926,0.014055675,0.019632125
"406","Gaza Strip","all","24","f",40,0.0168318771,0.01415446,0.0200653225
"407","Gaza Strip","all","24","f",45,0.01930489445,0.0148988025,0.025612
"408","Gaza Strip","all","24","f",50,0.0225176807,0.017551625,0.02960355
"409","Gaza Strip","all","24","f",55,0.02836380445,0.02247474,0.0367172625
"410","Gaza Strip","all","24","f",60,0.035216907925,0.028229825,0.0449327275
"411","Gaza Strip","all","24","f",65,0.04776436015,0.0399490675,0.0589083075
"412","Gaza Strip","all","24","f",70,0.066893694325,0.0575395325,0.080237635
"413","Gaza Strip","all","24","f",75,0.09783145515,0.08397124,0.1178392
"414","Gaza Strip","all","24","f",80,0.1942648905,0.177324825,0.218142725
"415","Gaza Strip","all","24","m",0,0.024451448375,0.02265009,0.0264254575
"416","Gaza Strip","all","24","m",1,0.0104535453875,0.0093170655,0.0117746225
"417","Gaza Strip","all","24","m",5,0.0116518586675,0.010350295,0.01314795
"418","Gaza Strip","all","24","m",10,0.0141235309,0.0125292575,0.0158995
"419","Gaza Strip","all","24","m",15,0.02368864885,0.0210758225,0.02664711
"420","Gaza Strip","all","24","m",20,0.030541349975,0.0272561975,0.0344599025
"421","Gaza Strip","all","24","m",25,0.0349915441,0.031385115,0.03925903
"422","Gaza Strip","all","24","m",30,0.03725871335,0.03253316,0.0430709075
"423","Gaza Strip","all","24","m",35,0.0370172546,0.032217275,0.04260114
"424","Gaza Strip","all","24","m",40,0.033570274775,0.029200385,0.038803395
"425","Gaza Strip","all","24","m",45,0.02134394585,0.0190452825,0.02402906
"426","Gaza Strip","all","24","m",50,0.025257596225,0.022625005,0.0281593225
"427","Gaza Strip","all","24","m",55,0.027570635525,0.0248573975,0.030681485
"428","Gaza Strip","all","24","m",60,0.059166165725,0.0504081425,0.070547255
"429","Gaza Strip","all","24","m",65,0.072776757875,0.06157168,0.087023165
"430","Gaza Strip","all","24","m",70,0.099949025975,0.087234715,0.11612315
"431","Gaza Strip","all","24","m",75,0.11390069735,0.097514985,0.135531325
"432","Gaza Strip","all","24","m",80,0.26348263675,0.248204775,0.2844281
"433","Gaza Strip","conflict","24","f",0,0.013393113935,0.0107901475,0.01656434
"434","Gaza Strip","conflict","24","f",1,0.012314943055,0.01040246,0.014608155
"435","Gaza Strip","conflict","24","f",5,0.014424981575,0.0122236275,0.0171272075
"436","Gaza Strip","conflict","24","f",10,0.01459769525,0.012402185,0.0173053225
"437","Gaza Strip","conflict","24","f",15,0.009206243585,0.00810849225,0.010448245
"438","Gaza Strip","conflict","24","f",20,0.0102042488325,0.00891064975,0.0116335175
"439","Gaza Strip","conflict","24","f",25,0.0109659587325,0.009570614,0.012603025
"440","Gaza Strip","conflict","24","f",30,0.0171456049,0.0144943975,0.020439345
"441","Gaza Strip","conflict","24","f",35,0.01577682025,0.0132650725,0.018841425
"442","Gaza Strip","conflict","24","f",40,0.0159622539,0.0132848575,0.0191957225
"443","Gaza Strip","conflict","24","f",45,0.018013794675,0.0136077025,0.0243209
"444","Gaza Strip","conflict","24","f",50,0.01999061,0.0150245275,0.0270765475
"445","Gaza Strip","conflict","24","f",55,0.02365627325,0.01776724,0.032009665
"446","Gaza Strip","conflict","24","f",60,0.027632095625,0.020645025,0.0373479275
"447","Gaza Strip","conflict","24","f",65,0.031644297575,0.0238289675,0.0427883075
"448","Gaza Strip","conflict","24","f",70,0.034094115575,0.024739935,0.047438135
"449","Gaza Strip","conflict","24","f",75,0.054662416375,0.0408021425,0.074670095
"450","Gaza Strip","conflict","24","f",80,0.0527914326,0.0358513225,0.0766691375
"451","Gaza Strip","conflict","24","m",0,0.0112777244775,0.009476379,0.0132517575
"452","Gaza Strip","conflict","24","m",1,0.0098772482225,0.00874076575,0.0111983225
"453","Gaza Strip","conflict","24","m",5,0.0112971993125,0.00999559575,0.0127933475
"454","Gaza Strip","conflict","24","m",10,0.013771250425,0.0121769575,0.0155472
"455","Gaza Strip","conflict","24","m",15,0.023413179475,0.0208003225,0.0263716125
"456","Gaza Strip","conflict","24","m",20,0.0300808945,0.026795795,0.0339994025
"457","Gaza Strip","conflict","24","m",25,0.03422045365,0.030614015,0.03848793
"458","Gaza Strip","conflict","24","m",30,0.036579756,0.03185416,0.0423920075
"459","Gaza Strip","conflict","24","m",35,0.0359152521,0.031115275,0.04149914
"460","Gaza Strip","conflict","24","m",40,0.0321417583,0.0277718825,0.037374895
"461","Gaza Strip","conflict","24","m",45,0.019412122925,0.017113385,0.02209726
"462","Gaza Strip","conflict","24","m",50,0.020972750575,0.0183402025,0.023874425
"463","Gaza Strip","conflict","24","m",55,0.020644601425,0.0179312975,0.0237553875
"464","Gaza Strip","conflict","24","m",60,0.044048953175,0.0352908425,0.055430055
"465","Gaza Strip","conflict","24","m",65,0.05336462935,0.04215958,0.067610965
"466","Gaza Strip","conflict","24","m",70,0.060275734975,0.047561415,0.076449665
"467","Gaza Strip","conflict","24","m",75,0.0805817816,0.064196085,0.102212325
"468","Gaza Strip","conflict","24","m",80,0.054380070675,0.039101985,0.075325805
"469","Gaza Strip","all","23_24","f",0,0.03485067265,0.030871545,0.039714665
"470","Gaza Strip","all","23_24","f",1,0.021687172,0.01849937,0.0256147825
"471","Gaza Strip","all","23_24","f",5,0.025166566075,0.0216146875,0.0295217325
"472","Gaza Strip","all","23_24","f",10,0.0252616584,0.0215977775,0.0296963025
"473","Gaza Strip","all","23_24","f",15,0.016184507125,0.0144046,0.0182465125
"474","Gaza Strip","all","23_24","f",20,0.01789244405,0.015835865,0.02026451
"475","Gaza Strip","all","23_24","f",25,0.018994837,0.01684593,0.021471015
"476","Gaza Strip","all","23_24","f",30,0.030201442525,0.02574669,0.03560525
"477","Gaza Strip","all","23_24","f",35,0.02845258085,0.0241650225,0.0336164375
"478","Gaza Strip","all","23_24","f",40,0.028693861775,0.02432795,0.03381197
"479","Gaza Strip","all","23_24","f",45,0.032556312575,0.0252070125,0.04271338
"480","Gaza Strip","all","23_24","f",50,0.03758129755,0.0293597025,0.048868125
"481","Gaza Strip","all","23_24","f",55,0.045587154225,0.036057365,0.0591266475
"482","Gaza Strip","all","23_24","f",60,0.055854623525,0.04419499,0.072280545
"483","Gaza Strip","all","23_24","f",65,0.0706992116,0.0571604025,0.0893835525
"484","Gaza Strip","all","23_24","f",70,0.091561742625,0.0769223375,0.112535275
"485","Gaza Strip","all","23_24","f",75,0.1039164241,0.08791448,0.126182025
"486","Gaza Strip","all","23_24","f",80,0.28010288,0.24516785,0.3294794
"487","Gaza Strip","all","23_24","m",0,0.032807748225,0.03015397,0.03577851
"488","Gaza Strip","all","23_24","m",1,0.0175447757,0.015718115,0.0196981175
"489","Gaza Strip","all","23_24","m",5,0.019797961275,0.017643995,0.0222564025
"490","Gaza Strip","all","23_24","m",10,0.023912087875,0.0213114725,0.0268556475
"491","Gaza Strip","all","23_24","m",15,0.0410288654,0.03676467,0.0459323325
"492","Gaza Strip","all","23_24","m",20,0.053747204525,0.0483480975,0.060007235
"493","Gaza Strip","all","23_24","m",25,0.0602102341,0.054168605,0.0670893025
"494","Gaza Strip","all","23_24","m",30,0.064468871,0.056696145,0.073725695
"495","Gaza Strip","all","23_24","m",35,0.064086349275,0.0562467325,0.073406445
"496","Gaza Strip","all","23_24","m",40,0.057471096475,0.0503093675,0.0659054625
"497","Gaza Strip","all","23_24","m",45,0.0362571363,0.03260256,0.0404445
"498","Gaza Strip","all","23_24","m",50,0.04122712205,0.037175325,0.0457321775
"499","Gaza Strip","all","23_24","m",55,0.04300746865,0.038819065,0.0476555825
"500","Gaza Strip","all","23_24","m",60,0.092149751375,0.07806044,0.110613025
"501","Gaza Strip","all","23_24","m",65,0.111708426875,0.0939651175,0.1341678
"502","Gaza Strip","all","23_24","m",70,0.143608288,0.12315775,0.169553075
"503","Gaza Strip","all","23_24","m",75,0.1448357365,0.121850225,0.17369065
"504","Gaza Strip","all","23_24","m",80,0.35151837,0.32069865,0.391152525
"505","Gaza Strip","conflict","23_24","f",0,0.022940179125,0.0189610475,0.027804165
"506","Gaza Strip","conflict","23_24","f",1,0.02114564215,0.01795787,0.0250732825
"507","Gaza Strip","conflict","23_24","f",5,0.024901652325,0.0213497875,0.029256735
"508","Gaza Strip","conflict","23_24","f",10,0.0250575298,0.0213935775,0.029492105
"509","Gaza Strip","conflict","23_24","f",15,0.015907405075,0.0141275,0.0179694125
"510","Gaza Strip","conflict","23_24","f",20,0.01753019785,0.015473665,0.01990221
"511","Gaza Strip","conflict","23_24","f",25,0.0186311678,0.01648223,0.0211074125
"512","Gaza Strip","conflict","23_24","f",30,0.029556920725,0.0251020925,0.03496075
"513","Gaza Strip","conflict","23_24","f",35,0.027373769625,0.0230862225,0.03253754
"514","Gaza Strip","conflict","23_24","f",40,0.0276772079,0.02331125,0.03279527
"515","Gaza Strip","conflict","23_24","f",45,0.031120464875,0.0237712125,0.04127748
"516","Gaza Strip","conflict","23_24","f",50,0.034516892325,0.0262953025,0.045803725
"517","Gaza Strip","conflict","23_24","f",55,0.040465093525,0.030935265,0.0540045475
"518","Gaza Strip","conflict","23_24","f",60,0.04799009575,0.03633049,0.064416045
"519","Gaza Strip","conflict","23_24","f",65,0.0543028974,0.0407641025,0.0729872525
"520","Gaza Strip","conflict","23_24","f",70,0.05853255975,0.0438931375,0.0795056875
"521","Gaza Strip","conflict","23_24","f",75,0.06025715905,0.0442552775,0.0825223425
"522","Gaza Strip","conflict","23_24","f",80,0.1400344742,0.10509985,0.189410425
"523","Gaza Strip","conflict","23_24","m",0,0.019400335125,0.0167465675,0.02237111
"524","Gaza Strip","conflict","23_24","m",1,0.016954438575,0.015127715,0.0191077175
"525","Gaza Strip","conflict","23_24","m",5,0.019436866775,0.017282895,0.0218954
"526","Gaza Strip","conflict","23_24","m",10,0.023555370475,0.020954675,0.0264989475
"527","Gaza Strip","conflict","23_24","m",15,0.040175513625,0.03591127,0.0450789325
"528","Gaza Strip","conflict","23_24","m",20,0.0513961404,0.045997,0.057656135
"529","Gaza Strip","conflict","23_24","m",25,0.057671328125,0.051629705,0.0645504025
"530","Gaza Strip","conflict","23_24","m",30,0.062244509125,0.0544718425,0.071501395
"531","Gaza Strip","conflict","23_24","m",35,0.06159266965,0.0537530325,0.0709128425
"532","Gaza Strip","conflict","23_24","m",40,0.0547975537,0.0476357675,0.06323196
"533","Gaza Strip","conflict","23_24","m",45,0.0331913319,0.02953676,0.0373787
"534","Gaza Strip","conflict","23_24","m",50,0.035883331675,0.031831525,0.0403883775
"535","Gaza Strip","conflict","23_24","m",55,0.034853536375,0.0306650675,0.03950168
"536","Gaza Strip","conflict","23_24","m",60,0.07580259495,0.0617132425,0.09426582
"537","Gaza Strip","conflict","23_24","m",65,0.090298232325,0.0725549175,0.1127578
"538","Gaza Strip","conflict","23_24","m",70,0.101677676425,0.08122705,0.12762305
"539","Gaza Strip","conflict","23_24","m",75,0.1077877679,0.0848026225,0.13664265
"540","Gaza Strip","conflict","23_24","m",80,0.1407540327,0.109933675,0.1803885
"541","Palestine","all","23","f",0,0.01698307275,0.015917975,0.01823351
"542","Palestine","all","23","f",1,0.00705114999,0.00605492675,0.0082597125
"543","Palestine","all","23","f",5,0.00765476115,0.006541069,0.008976276
"544","Palestine","all","23","f",10,0.0070010019025,0.00597423925,0.00822217825
"545","Palestine","all","23","f",15,0.0041566602625,0.00366699825,0.004706992
"546","Palestine","all","23","f",20,0.00450253935,0.0039846595,0.0050632155
"547","Palestine","all","23","f",25,0.00512748645,0.00455014275,0.005784051
"548","Palestine","all","23","f",30,0.00870460822,0.00744430525,0.0102233425
"549","Palestine","all","23","f",35,0.0076047038325,0.00649814325,0.00891696525
"550","Palestine","all","23","f",40,0.0073559880675,0.0062620505,0.008664162
"551","Palestine","all","23","f",45,0.0079107513,0.00633774925,0.0100518125
"552","Palestine","all","23","f",50,0.0103374075425,0.00849699575,0.0128896775
"553","Palestine","all","23","f",55,0.0117258299025,0.0098532585,0.01423743
"554","Palestine","all","23","f",60,0.018528217025,0.0158860675,0.022198465
"555","Palestine","all","23","f",65,0.0224050957,0.0196501975,0.026056495
"556","Palestine","all","23","f",70,0.03774508365,0.0356838625,0.0405859825
"557","Palestine","all","23","f",75,0.043113473425,0.04094671,0.0460865025
"558","Palestine","all","23","f",80,0.14043151575,0.136283975,0.145962225
"559","Palestine","all","23","m",0,0.0177610409,0.0170945925,0.0185249075
"560","Palestine","all","23","m",1,0.0059069343,0.005279182,0.00661490825
"561","Palestine","all","23","m",5,0.005902737,0.00525065625,0.0066138325
"562","Palestine","all","23","m",10,0.006179200115,0.005512693,0.006915671
"563","Palestine","all","23","m",15,0.007772181695,0.00695385925,0.0086769815
"564","Palestine","all","23","m",20,0.009882579165,0.00891296375,0.010990725
"565","Palestine","all","23","m",25,0.010370713515,0.0093580875,0.01150613
"566","Palestine","all","23","m",30,0.0117200568575,0.01029691,0.0133752675
"567","Palestine","all","23","m",35,0.010529357945,0.00928233775,0.01199861
"568","Palestine","all","23","m",40,0.009690786595,0.00856020275,0.0109984625
"569","Palestine","all","23","m",45,0.006741548695,0.006192051,0.007349336
"570","Palestine","all","23","m",50,0.0092345518975,0.0086038105,0.009914837
"571","Palestine","all","23","m",55,0.0122397197,0.011569215,0.0130167725
"572","Palestine","all","23","m",60,0.02347945685,0.02138551,0.026142815
"573","Palestine","all","23","m",65,0.030304191175,0.02787808,0.033317395
"574","Palestine","all","23","m",70,0.049818148,0.0468011325,0.053667705
"575","Palestine","all","23","m",75,0.046531252375,0.043539825,0.050389815
"576","Palestine","all","23","m",80,0.1788145,0.174786,0.1841412
"577","Palestine","conflict","23","f",0,0.00555475816,0.00448962525,0.0068052185
"578","Palestine","conflict","23","f",1,0.006615433355,0.00561921675,0.0078239925
"579","Palestine","conflict","23","f",5,0.00747332305,0.006359629,0.008794836
"580","Palestine","conflict","23","f",10,0.006855380575,0.00582861925,0.008076558
"581","Palestine","conflict","23","f",15,0.0039589974825,0.003469338,0.00450933175
"582","Palestine","conflict","23","f",20,0.0041958406425,0.00367795975,0.0047565255
"583","Palestine","conflict","23","f",25,0.0047966989575,0.004219353,0.00545327075
"584","Palestine","conflict","23","f",30,0.008241525815,0.006981225,0.0097602615
"585","Palestine","conflict","23","f",35,0.0068044315325,0.00569787325,0.00811669525
"586","Palestine","conflict","23","f",40,0.006600244545,0.00550630075,0.00790842175
"587","Palestine","conflict","23","f",45,0.00662267059,0.005049669,0.0087637725
"588","Palestine","conflict","23","f",50,0.007772465345,0.00593205575,0.0103246775
"589","Palestine","conflict","23","f",55,0.00748434231,0.0056117685,0.0099959105
"590","Palestine","conflict","23","f",60,0.0109487222125,0.008306606,0.014618965
"591","Palestine","conflict","23","f",65,0.01082960413,0.008074708,0.014480995
"592","Palestine","conflict","23","f",70,0.00713904121,0.00507780325,0.0099799535
"593","Palestine","conflict","23","f",75,0.0068948702925,0.00472813925,0.009867941
"594","Palestine","conflict","23","f",80,0.0137532095725,0.009605583,0.019284125
"595","Palestine","conflict","23","m",0,0.0042775486325,0.003611082,0.005041387
"596","Palestine","conflict","23","m",1,0.005363632335,0.004735882,0.00607160825
"597","Palestine","conflict","23","m",5,0.0056264316225,0.0049743465,0.0063375225
"598","Palestine","conflict","23","m",10,0.005903605725,0.00523710275,0.00664007125
"599","Palestine","conflict","23","m",15,0.007284031715,0.00646570925,0.0081888315
"600","Palestine","conflict","23","m",20,0.008709138815,0.00773952375,0.00981724525
"601","Palestine","conflict","23","m",25,0.0091329281425,0.0081202975,0.01026833
"602","Palestine","conflict","23","m",30,0.0105633674775,0.009140171,0.0122185675
"603","Palestine","conflict","23","m",35,0.0091573390775,0.00791031775,0.01062651
"604","Palestine","conflict","23","m",40,0.0078694108,0.006738823,0.00917711225
"605","Palestine","conflict","23","m",45,0.00434353712,0.003794041,0.00495132575
"606","Palestine","conflict","23","m",50,0.004791562425,0.0041608205,0.005471847
"607","Palestine","conflict","23","m",55,0.0050039750925,0.004333425,0.0057809945
"608","Palestine","conflict","23","m",60,0.0099577545225,0.00786383075,0.012621115
"609","Palestine","conflict","23","m",65,0.0112797531725,0.0088536105,0.014292995
"610","Palestine","conflict","23","m",70,0.0134388172825,0.01042183,0.0172883075
"611","Palestine","conflict","23","m",75,0.0113485951575,0.008357145,0.015207115
"612","Palestine","conflict","23","m",80,0.0146522619375,0.0106241825,0.0199790125
"613","Palestine","all","24","f",0,0.017008987875,0.0159053,0.0182962225
"614","Palestine","all","24","f",1,0.0058711371075,0.00505082,0.00686211375
"615","Palestine","all","24","f",5,0.0062822996175,0.00538508325,0.007378676
"616","Palestine","all","24","f",10,0.00644474938,0.00550796975,0.0075683305
"617","Palestine","all","24","f",15,0.0039969424025,0.0035356545,0.0045302555
"618","Palestine","all","24","f",20,0.0042052354625,0.00372519125,0.004735691
"619","Palestine","all","24","f",25,0.0045983058975,0.00407471125,0.00519719025
"620","Palestine","all","24","f",30,0.0072571396575,0.00620168775,0.0085188965
"621","Palestine","all","24","f",35,0.00681743152,0.00582065475,0.008019514
"622","Palestine","all","24","f",40,0.0066673588125,0.00568308575,0.0078439605
"623","Palestine","all","24","f",45,0.00766283349,0.0060790795,0.00982871825
"624","Palestine","all","24","f",50,0.0088948450325,0.007260836,0.01113817
"625","Palestine","all","24","f",55,0.0118129663275,0.00988253875,0.01444721
"626","Palestine","all","24","f",60,0.0164217986,0.014120815,0.0195872725
"627","Palestine","all","24","f",65,0.0212716604,0.018631185,0.02494172
"628","Palestine","all","24","f",70,0.042907960225,0.03967965,0.0473534525
"629","Palestine","all","24","f",75,0.05327412685,0.0487470325,0.05948728
"630","Palestine","all","24","f",80,0.1431930245,0.13823195,0.150075125
"631","Palestine","all","24","m",0,0.01803561865,0.01727029,0.0189029375
"632","Palestine","all","24","m",1,0.004890207845,0.00437392775,0.00548068825
"633","Palestine","all","24","m",5,0.005040315,0.00447781225,0.0056634715
"634","Palestine","all","24","m",10,0.006176937855,0.00552044225,0.006929768
"635","Palestine","all","24","m",15,0.0099327594275,0.00889717225,0.011107405
"636","Palestine","all","24","m",20,0.01190934105,0.0106816575,0.0133023125
"637","Palestine","all","24","m",25,0.013602338175,0.012189135,0.0152133025
"638","Palestine","all","24","m",30,0.0146318138,0.0128014425,0.0167948675
"639","Palestine","all","24","m",35,0.0142758107,0.01253427,0.0163444225
"640","Palestine","all","24","m",40,0.013070942225,0.011466775,0.014910345
"641","Palestine","all","24","m",45,0.008739977125,0.00795488875,0.0096277385
"642","Palestine","all","24","m",50,0.010724133555,0.009901563,0.0116396325
"643","Palestine","all","24","m",55,0.013458532825,0.0125879925,0.014457295
"644","Palestine","all","24","m",60,0.0272091875,0.0243378925,0.0308290425
"645","Palestine","all","24","m",65,0.034372894975,0.0310469775,0.0385548225
"646","Palestine","all","24","m",70,0.056011508925,0.0518419275,0.061353045
"647","Palestine","all","24","m",75,0.0580850793,0.052873445,0.064593425
"648","Palestine","all","24","m",80,0.18116454675,0.176422625,0.1873852
"649","Palestine","conflict","24","f",0,0.0059197303275,0.00481602975,0.0072069615
"650","Palestine","conflict","24","f",1,0.0054514946675,0.00463118,0.0064424735
"651","Palestine","conflict","24","f",5,0.0061026559175,0.005205443,0.007199036
