"","region","cause","year","sex","age","mx_m","mx_l","mx_u"
"652","Palestine","conflict","24","f",10,0.00630193989,0.00536515975,0.0074255205
"653","Palestine","conflict","24","f",15,0.0038361327575,0.0033748445,0.0043694455
"654","Palestine","conflict","24","f",20,0.0039060479925,0.003426011,0.004436501
"655","Palestine","conflict","24","f",25,0.00428744715,0.00376385125,0.00488633025
"656","Palestine","conflict","24","f",30,0.0068912321275,0.005835778,0.0081529865
"657","Palestine","conflict","24","f",35,0.00612231184,0.00512553475,0.007324394
"658","Palestine","conflict","24","f",40,0.0059816143475,0.00499734575,0.00715821075
"659","Palestine","conflict","24","f",45,0.0064524422825,0.00486868925,0.00861832825
"660","Palestine","conflict","24","f",50,0.0065418901125,0.004907876,0.00878517225
"661","Palestine","conflict","24","f",55,0.0078189296525,0.00588850875,0.01045321
"662","Palestine","conflict","24","f",60,0.00903578948,0.00673483325,0.0122012725
"663","Palestine","conflict","24","f",65,0.010250444445,0.00760994475,0.0139204225
"664","Palestine","conflict","24","f",70,0.0121712471775,0.00894297975,0.0166167525
"665","Palestine","conflict","24","f",75,0.017735522425,0.0132084325,0.02394868
"666","Palestine","conflict","24","f",80,0.0156885984275,0.0107271475,0.02257073
"667","Palestine","conflict","24","m",0,0.00498078723,0.00421545075,0.005848078
"668","Palestine","conflict","24","m",1,0.0043721524675,0.0038558775,0.0049626285
"669","Palestine","conflict","24","m",5,0.0047665100325,0.004204012,0.0053896715
"670","Palestine","conflict","24","m",10,0.0059008478525,0.00524435225,0.006653678
"671","Palestine","conflict","24","m",15,0.0096929241775,0.008657342,0.0108675075
"672","Palestine","conflict","24","m",20,0.01146017632,0.010232555,0.01285321
"673","Palestine","conflict","24","m",25,0.013036030575,0.011622835,0.0146470025
"674","Palestine","conflict","24","m",30,0.01408995515,0.0122596425,0.0162530675
"675","Palestine","conflict","24","m",35,0.013452878475,0.0117112725,0.0155215225
"676","Palestine","conflict","24","m",40,0.0117051537625,0.010100975,0.013544545
"677","Palestine","conflict","24","m",45,0.0067815902725,0.00599649875,0.00766935825
"678","Palestine","conflict","24","m",50,0.00665848084,0.00583591275,0.007573963
"679","Palestine","conflict","24","m",55,0.0067691061325,0.0058986005,0.00776786475
"680","Palestine","conflict","24","m",60,0.01425365285,0.0113823925,0.0178735425
"681","Palestine","conflict","24","m",65,0.01637494165,0.0130490775,0.0205569225
"682","Palestine","conflict","24","m",70,0.020407885425,0.0162382275,0.0257494425
"683","Palestine","conflict","24","m",75,0.025469884475,0.0202583425,0.031978225
"684","Palestine","conflict","24","m",80,0.0163406830775,0.0115983325,0.0225616825
"685","Palestine","all","23_24","f",0,0.021553548325,0.0197969925,0.0236172025
"686","Palestine","all","23_24","f",1,0.00986511386,0.0084748475,0.0115508275
"687","Palestine","all","23_24","f",5,0.010793697215,0.009236579,0.01266503
"688","Palestine","all","23_24","f",10,0.0110964842625,0.009499392,0.0129590625
"689","Palestine","all","23_24","f",15,0.006876207355,0.006128775,0.0077544315
"690","Palestine","all","23_24","f",20,0.0071013997325,0.0062945525,0.008010701
"691","Palestine","all","23_24","f",25,0.0077326080825,0.006863429,0.008708651
"692","Palestine","all","23_24","f",30,0.0124657289975,0.0106759875,0.0146047625
"693","Palestine","all","23_24","f",35,0.011588753545,0.00991715925,0.01355821
"694","Palestine","all","23_24","f",40,0.0112378746825,0.009545316,0.01326512
"695","Palestine","all","23_24","f",45,0.0125031170575,0.009890306,0.01600903
"696","Palestine","all","23_24","f",50,0.013992698175,0.01122687,0.0176864025
"697","Palestine","all","23_24","f",55,0.0178487794,0.014558655,0.02234636
"698","Palestine","all","23_24","f",60,0.0234901344,0.0196739825,0.0287518125
"699","Palestine","all","23_24","f",65,0.0293907087,0.02484785,0.0356371125
"700","Palestine","all","23_24","f",70,0.0518951914,0.046429105,0.0594036575
"701","Palestine","all","23_24","f",75,0.05561608285,0.0504495975,0.0625764225
"702","Palestine","all","23_24","f",80,0.16984371675,0.1589827,0.184437225
"703","Palestine","all","23_24","m",0,0.021949946925,0.02082116,0.023249295
"704","Palestine","all","23_24","m",1,0.008109962545,0.00725190775,0.00906287675
"705","Palestine","all","23_24","m",5,0.00855270816,0.00764048575,0.00955501825
"706","Palestine","all","23_24","m",10,0.0105121702775,0.00940384725,0.0117562875
"707","Palestine","all","23_24","m",15,0.017662035975,0.01586298,0.01970194
"708","Palestine","all","23_24","m",20,0.021422721675,0.01930437,0.0237964175
"709","Palestine","all","23_24","m",25,0.023909982225,0.021539575,0.0265554825
"710","Palestine","all","23_24","m",30,0.025825223625,0.02264268,0.02960141
"711","Palestine","all","23_24","m",35,0.025146139675,0.02211564,0.0286575025
"712","Palestine","all","23_24","m",40,0.022319393225,0.019666865,0.02540163
"713","Palestine","all","23_24","m",45,0.014203297475,0.01285459,0.0156644875
"714","Palestine","all","23_24","m",50,0.016036203725,0.014724035,0.017508255
"715","Palestine","all","23_24","m",55,0.0189218284,0.0175093425,0.02047417
"716","Palestine","all","23_24","m",60,0.03848191835,0.033776815,0.0442887225
"717","Palestine","all","23_24","m",65,0.04781189275,0.04226675,0.05474604
"718","Palestine","all","23_24","m",70,0.07196502175,0.0648353575,0.0809816375
"719","Palestine","all","23_24","m",75,0.069345407025,0.06197769,0.078679975
"720","Palestine","all","23_24","m",80,0.208738294,0.198922975,0.22091245
"721","Palestine","conflict","23_24","f",0,0.0102934362125,0.00853692075,0.0123571025
"722","Palestine","conflict","23_24","f",1,0.0094373514325,0.00804708725,0.01112303
"723","Palestine","conflict","23_24","f",5,0.0106131519175,0.00905603875,0.01248443
"724","Palestine","conflict","23_24","f",10,0.0109522573725,0.009355162,0.0128148625
"725","Palestine","conflict","23_24","f",15,0.0066806727275,0.00593324475,0.0075588915
"726","Palestine","conflict","23_24","f",20,0.0067902049075,0.0059833525,0.007699511
"727","Palestine","conflict","23_24","f",25,0.00740085618,0.00653167875,0.008376901
"728","Palestine","conflict","23_24","f",30,0.0120040627275,0.0102142875,0.0141430625
"729","Palestine","conflict","23_24","f",35,0.0107849286,0.009113339,0.0127543125
"730","Palestine","conflict","23_24","f",40,0.0104907455975,0.008798186,0.01251792
"731","Palestine","conflict","23_24","f",45,0.01123191813,0.008619106,0.01473783
"732","Palestine","conflict","23_24","f",50,0.0114497747425,0.0086839305,0.015143405
"733","Palestine","conflict","23_24","f",55,0.01367394358,0.010383755,0.01817156
"734","Palestine","conflict","23_24","f",60,0.0159837933,0.0121676825,0.02124551
"735","Palestine","conflict","23_24","f",65,0.018085518525,0.0135426525,0.0243319125
"736","Palestine","conflict","23_24","f",70,0.02122362075,0.0157575075,0.02873206
"737","Palestine","conflict","23_24","f",75,0.01973528035,0.0145687975,0.0266956225
"738","Palestine","conflict","23_24","f",80,0.042753532625,0.0318927875,0.05734722
"739","Palestine","conflict","23_24","m",0,0.0086726366175,0.00754386075,0.0099719955
"740","Palestine","conflict","23_24","m",1,0.00757750691,0.0067194575,0.008530417
"741","Palestine","conflict","23_24","m",5,0.00827617804,0.00736395575,0.00927848825
"742","Palestine","conflict","23_24","m",10,0.0102347774575,0.00912644725,0.0114788875
"743","Palestine","conflict","23_24","m",15,0.0171794187,0.01538038,0.0192193375
"744","Palestine","conflict","23_24","m",20,0.020249124,0.01813077,0.0226228175
"745","Palestine","conflict","23_24","m",25,0.02266129885,0.0202908775,0.02530688
"746","Palestine","conflict","23_24","m",30,0.024675329025,0.02149278,0.02845151
"747","Palestine","conflict","23_24","m",35,0.023786482,0.02075594,0.0272978025
"748","Palestine","conflict","23_24","m",40,0.0204966083,0.017844065,0.02357883
"749","Palestine","conflict","23_24","m",45,0.0118332119775,0.01048449,0.0132944875
"750","Palestine","conflict","23_24","m",50,0.0116177428725,0.010305535,0.013089855
"751","Palestine","conflict","23_24","m",55,0.01177610643,0.0103636425,0.01332847
"752","Palestine","conflict","23_24","m",60,0.02504954575,0.020344415,0.0308563225
"753","Palestine","conflict","23_24","m",65,0.029043670475,0.02349845,0.0359778375
"754","Palestine","conflict","23_24","m",70,0.035587888475,0.028458255,0.04460444
"755","Palestine","conflict","23_24","m",75,0.0350692621,0.02770159,0.0444038725
"756","Palestine","conflict","23_24","m",80,0.04347639095,0.033661355,0.0556504425
"757","Gaza Strip","all","23","t",0,0.0236727621753802,0.0220116286411054,0.0256397034473007
"758","Gaza Strip","all","23","t",1,0.0137698975264213,0.0121309443843367,0.0157487653189339
"759","Gaza Strip","all","23","t",5,0.0153849013973151,0.0135478082184035,0.0176096580883768
"760","Gaza Strip","all","23","t",10,0.014638603307272,0.0128343329780767,0.0168028463793616
"761","Gaza Strip","all","23","t",15,0.0134410487943345,0.012058830932222,0.015027003835125
"762","Gaza Strip","all","23","t",20,0.017408881854439,0.0156476895496956,0.0194651029116977
"763","Gaza Strip","all","23","t",25,0.0186087580172317,0.0168139723057854,0.0207131588893159
"764","Gaza Strip","all","23","t",30,0.0242640592109389,0.0212662776801918,0.0279301068814544
"765","Gaza Strip","all","23","t",35,0.0215935859798846,0.0188485686557826,0.0248242650141241
"766","Gaza Strip","all","23","t",40,0.0205848643551089,0.017951576208543,0.0237629577718851
"767","Gaza Strip","all","23","t",45,0.0171891038788012,0.0144246348562299,0.0207845523624232
"768","Gaza Strip","all","23","t",50,0.0229032454887738,0.0194517444444857,0.0275504981385781
"769","Gaza Strip","all","23","t",55,0.0244595708490109,0.0212717628538156,0.0287671070881554
"770","Gaza Strip","all","23","t",60,0.0428050381700794,0.0362472135521544,0.0515588987922968
"771","Gaza Strip","all","23","t",65,0.0510764583693608,0.0441067967690887,0.060344746083355
"772","Gaza Strip","all","23","t",70,0.0648266861005497,0.0585662473829156,0.0731448886249789
"773","Gaza Strip","all","23","t",75,0.0681141053639489,0.0614365408038458,0.0769463643060931
"774","Gaza Strip","all","23","t",80,0.211790614965741,0.200259894732448,0.226980243698019
"775","Gaza Strip","conflict","23","t",0,0.0108438657292868,0.00918273606721231,0.0128108505783038
"776","Gaza Strip","conflict","23","t",1,0.0132006654253428,0.011561742829112,0.0151795649910494
"777","Gaza Strip","conflict","23","t",5,0.0150719029797187,0.0132347989475237,0.0172966978282459
"778","Gaza Strip","conflict","23","t",10,0.014357989201354,0.0125536903312508,0.0165222535516816
"779","Gaza Strip","conflict","23","t",15,0.0128726582947313,0.0114904439050171,0.0144586119168178
"780","Gaza Strip","conflict","23","t",20,0.0160585686662549,0.014297377382158,0.0181147907441601
"781","Gaza Strip","conflict","23","t",25,0.0171853217811832,0.0153905188536573,0.0192897054371878
"782","Gaza Strip","conflict","23","t",30,0.0228462887240476,0.0198484694068398,0.0265123490473414
"783","Gaza Strip","conflict","23","t",35,0.0198291502409365,0.0170841348907962,0.0230598312491377
"784","Gaza Strip","conflict","23","t",40,0.0187638228155417,0.0161305383546478,0.021941874087912
"785","Gaza Strip","conflict","23","t",45,0.0149232701380796,0.0121588157633758,0.0185187332695692
"786","Gaza Strip","conflict","23","t",50,0.0186853249341892,0.015233825081108,0.0233325310170979
"787","Gaza Strip","conflict","23","t",55,0.0177119869391583,0.0145241280493026,0.0220195210139063
"788","Gaza Strip","conflict","23","t",60,0.030550562568174,0.0239926911602954,0.0393043764004378
"789","Gaza Strip","conflict","23","t",65,0.0320129893675584,0.0250433348092096,0.0412812841234758
"790","Gaza Strip","conflict","23","t",70,0.0274799813854076,0.0212195148322975,0.0357982083701297
"791","Gaza Strip","conflict","23","t",75,0.0266111178174045,0.0199335125083381,0.0354433900405331
"792","Gaza Strip","conflict","23","t",80,0.044543412006711,0.0330122708227654,0.0597329690256832
"793","Gaza Strip","all","24","t",0,0.0248086515347317,0.0229261599243578,0.0270200508381092
"794","Gaza Strip","all","24","t",1,0.0116338924901099,0.0101851014045662,0.0133641299317127
"795","Gaza Strip","all","24","t",5,0.0131417205851335,0.0114916457926433,0.0151602324113306
"796","Gaza Strip","all","24","t",10,0.0144561016988313,0.0126900446583209,0.0165844381954369
"797","Gaza Strip","all","24","t",15,0.0166560969598034,0.0148995647024878,0.0186707151609043
"798","Gaza Strip","all","24","t",20,0.0206738630433651,0.0185114699543073,0.0232376951651338
"799","Gaza Strip","all","24","t",25,0.0231781783753979,0.0207746667817101,0.025959006775248
"800","Gaza Strip","all","24","t",30,0.027372211536508,0.023783076374339,0.0318599594830223
"801","Gaza Strip","all","24","t",35,0.0266755810977681,0.0232124700701299,0.0308694096837393
"802","Gaza Strip","all","24","t",40,0.0250322746724066,0.0217788037846009,0.0289967791697615
"803","Gaza Strip","all","24","t",45,0.0203150067136332,0.017157217705453,0.0245347274386175
"804","Gaza Strip","all","24","t",50,0.0238835374227578,0.0203975336312521,0.0285341972564275
"805","Gaza Strip","all","24","t",55,0.0279605712435882,0.0240235062072524,0.0332911693979627
"806","Gaza Strip","all","24","t",60,0.0473433154224243,0.0398443613873414,0.0574740387778351
"807","Gaza Strip","all","24","t",65,0.0598614788685919,0.0510420546086292,0.0715972166960966
"808","Gaza Strip","all","24","t",70,0.0823379132337364,0.0725009491357345,0.0957703646002803
"809","Gaza Strip","all","24","t",75,0.104911070043082,0.0909161584510167,0.124295433539217
"810","Gaza Strip","all","24","t",80,0.223123026871511,0.209108069579485,0.242934123100941
"811","Gaza Strip","conflict","24","t",0,0.0123166015690631,0.0104341029220507,0.0145280037592661
"812","Gaza Strip","conflict","24","t",1,0.0110744621165604,0.00962569985266602,0.0128047234182853
"813","Gaza Strip","conflict","24","t",5,0.0128303586214799,0.0111803033527158,0.0148488160999567
"814","Gaza Strip","conflict","24","t",10,0.014176427563619,0.0124103542089931,0.0163047476974352
"815","Gaza Strip","conflict","24","t",15,0.0164195500550126,0.0146630526580041,0.0184341536126158
"816","Gaza Strip","conflict","24","t",20,0.0202804636767699,0.0181181018163582,0.0228443504129718
"817","Gaza Strip","conflict","24","t",25,0.0226383989335361,0.020234883691819,0.0254192528216681
"818","Gaza Strip","conflict","24","t",30,0.0268295249480144,0.0232403409814161,0.0313172730149689
"819","Gaza Strip","conflict","24","t",35,0.0257310217388032,0.0222679485350917,0.02992483884186
"820","Gaza Strip","conflict","24","t",40,0.02388884109076,0.0206353403750181,0.0278533654934343
"821","Gaza Strip","conflict","24","t",45,0.0187065033109421,0.0155487255458881,0.022926234040594
"822","Gaza Strip","conflict","24","t",50,0.0204802102430794,0.0169941659103259,0.0251308768933076
"823","Gaza Strip","conflict","24","t",55,0.0221251919779307,0.0181880621159042,0.0274558228066144
"824","Gaza Strip","conflict","24","t",60,0.0359445663554485,0.0284456234811063,0.0460753021374437
"825","Gaza Strip","conflict","24","t",65,0.0421492253703371,0.0333298459263777,0.0538849577509988
"826","Gaza Strip","conflict","24","t",70,0.0463267764262131,0.0364897979697539,0.0597590341045343
"827","Gaza Strip","conflict","24","t",75,0.0660816931387885,0.0520867159818844,0.0854659690807281
"828","Gaza Strip","conflict","24","t",80,0.053453764685297,0.0394385778707595,0.073264554171599
"829","Gaza Strip","all","23_24","t",0,0.0338108890258178,0.030877692432298,0.0373247355266359
"830","Gaza Strip","all","23_24","t",1,0.0195788082884956,0.0171606975201899,0.0225278292359422
"831","Gaza Strip","all","23_24","t",5,0.0224278973150966,0.0197134244069162,0.0256574960928713
"832","Gaza Strip","all","23_24","t",10,0.0245728796060801,0.0215429003038152,0.0282072691882809
"833","Gaza Strip","all","23_24","t",15,0.0288389904870611,0.025891438406366,0.0322200748048778
"834","Gaza Strip","all","23_24","t",20,0.0361427087069197,0.0325588853275784,0.0403330339438524
"835","Gaza Strip","all","23_24","t",25,0.0397898517253697,0.035807099801865,0.0443565530950284
"836","Gaza Strip","all","23_24","t",30,0.0473885056222057,0.0414237510727491,0.0546091229780224
"837","Gaza Strip","all","23_24","t",35,0.0461729853667125,0.0403709549556252,0.053243644422734
"838","Gaza Strip","all","23_24","t",40,0.0428777564709049,0.037353361497806,0.0494253133124036
"839","Gaza Strip","all","23_24","t",45,0.0343978640393554,0.029165138901295,0.0412176364482651
"840","Gaza Strip","all","23_24","t",50,0.0394066236822142,0.0335883096267396,0.0469664614925131
"841","Gaza Strip","all","23_24","t",55,0.0442695685313701,0.03788171871744,0.0528215993780521
"842","Gaza Strip","all","23_24","t",60,0.0743034848242352,0.0621032340530642,0.0908907003933536
"843","Gaza Strip","all","23_24","t",65,0.0906375090663704,0.0758573838566662,0.110310419797161
"844","Gaza Strip","all","23_24","t",70,0.116111507257482,0.0998647229243806,0.138448280584099
"845","Gaza Strip","all","23_24","t",75,0.122056185326626,0.104435084159094,0.145540825128249
"846","Gaza Strip","all","23_24","t",80,0.309783608304566,0.278536588233234,0.352290309524074
"847","Gaza Strip","conflict","23_24","t",0,0.0211385109975266,0.0182053178920598,0.0246523609863977
"848","Gaza Strip","conflict","23_24","t",1,0.0190124369023375,0.0165943105840027,0.0219614901301254
"849","Gaza Strip","conflict","23_24","t",5,0.0221139191945307,0.0193994502164109,0.0253435219023661
"850","Gaza Strip","conflict","23_24","t",10,0.0242908744315086,0.0212609167890344,0.0279252856216558
"851","Gaza Strip","conflict","23_24","t",15,0.0282683754198727,0.0253208010549631,0.0316494871151371
"852","Gaza Strip","conflict","23_24","t",20,0.0347681435566652,0.0311843742737581,0.0389584737455397
"853","Gaza Strip","conflict","23_24","t",25,0.038328678098625,0.0343459139297557,0.0428954155298001
"854","Gaza Strip","conflict","23_24","t",30,0.0459516042284954,0.0399868414232452,0.0531721634842024
"855","Gaza Strip","conflict","23_24","t",35,0.0443905707482436,0.0385885855769609,0.0514612253148233
"856","Gaza Strip","conflict","23_24","t",40,0.0410444453345172,0.0355200012653842,0.0475919518121967
"857","Gaza Strip","conflict","23_24","t",45,0.0321509403814696,0.0269182401410913,0.0389707376880613
"858","Gaza Strip","conflict","23_24","t",50,0.0352010167126771,0.0293827004473705,0.0427608523131439
"859","Gaza Strip","conflict","23_24","t",55,0.0375989661599134,0.0312111148263418,0.0461509921129648
"860","Gaza Strip","conflict","23_24","t",60,0.062127225731921,0.0499270160278294,0.0787143794371021
"861","Gaza Strip","conflict","23_24","t",65,0.0718034930666963,0.0570233725033456,0.0914765056819731
"862","Gaza Strip","conflict","23_24","t",70,0.0788836215117479,0.062636654349424,0.101220526336839
"863","Gaza Strip","conflict","23_24","t",75,0.0813277451602192,0.0637064366189657,0.104812455965773
"864","Gaza Strip","conflict","23_24","t",80,0.140333527253305,0.109086869903098,0.182840200587628
"865","Palestine","all","23","t",0,0.0173790133444325,0.0166320965847828,0.0182365988721249
"866","Palestine","all","23","t",1,0.00646870722918535,0.00570214298413023,0.00736979520114344
"867","Palestine","all","23","t",5,0.00675856743332489,0.00591654632159999,0.00771684012121522
"868","Palestine","all","23","t",10,0.00658041361659933,0.00577423829731187,0.00751445193431717
"869","Palestine","all","23","t",15,0.00600209660872144,0.00538963933372582,0.0066760213903041
"870","Palestine","all","23","t",20,0.00724653447124028,0.00654329075577322,0.00803458239854027
"871","Palestine","all","23","t",25,0.00780723751063806,0.00707266574647548,0.00863437400259913
"872","Palestine","all","23","t",30,0.0102449143728021,0.00895984780476879,0.011749399153446
"873","Palestine","all","23","t",35,0.00907800047745648,0.00797141514236026,0.0103940089010235
"874","Palestine","all","23","t",40,0.00852074070478158,0.00749348130111879,0.0097439229509194
"875","Palestine","all","23","t",45,0.00732126896522117,0.00632593645059049,0.00861084697112617
"876","Palestine","all","23","t",50,0.00977746140909027,0.00863846883860374,0.0113104687826705
"877","Palestine","all","23","t",55,0.011989290243389,0.010844261204447,0.0134800085287729
"878","Palestine","all","23","t",60,0.0210545992999343,0.0188082092038672,0.0240118067822715
"879","Palestine","all","23","t",65,0.026340706846282,0.0239088905189349,0.0294896449863897
"880","Palestine","all","23","t",70,0.0435630087563744,0.0412721158268759,0.0466147483540249
"881","Palestine","all","23","t",75,0.0446355444981903,0.0424403619820307,0.0475003290502153
"882","Palestine","all","23","t",80,0.156145535195735,0.152592019981316,0.160738054327535
"883","Palestine","conflict","23","t",0,0.00490473270647322,0.00415781375644496,0.00576236053726739
"884","Palestine","conflict","23","t",1,0.00597822618466361,0.00521166128775073,0.00687931350476394
"885","Palestine","conflict","23","t",5,0.00652860291431772,0.00568657850998223,0.0074868724317177
"886","Palestine","conflict","23","t",10,0.00636827363654634,0.00556209632409553,0.0073023147211679
"887","Palestine","conflict","23","t",15,0.00565616319971249,0.00504370715314454,0.00633008933211769
"888","Palestine","conflict","23","t",20,0.00649776936271388,0.00579452519247519,0.0072858117349173
"889","Palestine","conflict","23","t",25,0.00701289417727987,0.00627832869433846,0.00784002208958091
"890","Palestine","conflict","23","t",30,0.00942753407728829,0.00814249314311104,0.0109320283071583
"891","Palestine","conflict","23","t",35,0.00798971042654949,0.00688312566232889,0.0093057294960067
"892","Palestine","conflict","23","t",40,0.00723338900061301,0.00620612938917639,0.00845656056221491
"893","Palestine","conflict","23","t",45,0.00547358923025724,0.00447825773569398,0.00676316354797634
"894","Palestine","conflict","23","t",50,0.00625898978571793,0.0051199980330458,0.00779201691815783
"895","Palestine","conflict","23","t",55,0.00621271092943622,0.00506771720898765,0.00770344539684642
"896","Palestine","conflict","23","t",60,0.0104430785160651,0.00819671176972402,0.0134002846454495
"897","Palestine","conflict","23","t",65,0.011053884440924,0.00862205304744113,0.0142028376294034
"898","Palestine","conflict","23","t",70,0.0101748591526696,0.00788399252251359,0.0132266097655058
"899","Palestine","conflict","23","t",75,0.00887828873006892,0.00668310794063515,0.0117431158885762
"900","Palestine","conflict","23","t",80,0.0141212822125617,0.0105679494283189,0.0187140111461068
"901","Palestine","all","24","t",0,0.0175314872928292,0.0167214142385166,0.0184666391757085
"902","Palestine","all","24","t",1,0.00537185508899833,0.00474963287082384,0.00611505560843191
"903","Palestine","all","24","t",5,0.00564809580315511,0.00496207698397784,0.00646663911734399
"904","Palestine","all","24","t",10,0.00630777896192224,0.00555719847785382,0.007197370413154
"905","Palestine","all","24","t",15,0.00701983300494715,0.00630372667226247,0.00783187062712576
"906","Palestine","all","24","t",20,0.00812096415654002,0.00731157936533002,0.00904691148787565
"907","Palestine","all","24","t",25,0.00917690348560541,0.0082420075708056,0.0102223833386891
"908","Palestine","all","24","t",30,0.0110091419553493,0.00963907518060841,0.0126562117098369
"909","Palestine","all","24","t",35,0.0105709226696406,0.0092549454143627,0.0121107413389713
"910","Palestine","all","24","t",40,0.00984785330542922,0.00861848465289029,0.0112675999016421
"911","Palestine","all","24","t",45,0.00820305245850552,0.00709721557031613,0.00966338661894922
"912","Palestine","all","24","t",50,0.00982041618661524,0.00869365324520006,0.0113118572095292
"913","Palestine","all","24","t",55,0.0126525547637755,0.0113717535401016,0.0143106773906508
"914","Palestine","all","24","t",60,0.0219142805141167,0.0194917754395712,0.025110496278332
"915","Palestine","all","24","t",65,0.0277781153206259,0.0249621053037183,0.0314842766330949
"916","Palestine","all","24","t",70,0.0491998544200175,0.045879081553403,0.0536801835259924
"917","Palestine","all","24","t",75,0.055422991152965,0.0509776338446351,0.0613503260844388
"918","Palestine","all","24","t",80,0.158921576484467,0.15469625311683,0.164462973353381
"919","Palestine","conflict","24","t",0,0.00544185918456795,0.00463180468690877,0.0063769766618792
"920","Palestine","conflict","24","t",1,0.00490212156500268,0.00427990328198282,0.00564532093419719
"921","Palestine","conflict","24","t",5,0.00542036983694133,0.00473435025862284,0.00623891724836314
"922","Palestine","conflict","24","t",10,0.00609680404282525,0.00534622331087154,0.00698639524617172
"923","Palestine","conflict","24","t",15,0.00681877856168247,0.00610266963578793,0.00763083268800498
"924","Palestine","conflict","24","t",20,0.0077455484659159,0.00693614929851795,0.00867148142106357
"925","Palestine","conflict","24","t",25,0.00873614765823116,0.00780125978454789,0.00978163076035751
"926","Palestine","conflict","24","t",30,0.0105537160284964,0.00918362827475552,0.0122008131369966
"927","Palestine","conflict","24","t",35,0.00981148026684891,0.00849551907011203,0.0113513137365749
"928","Palestine","conflict","24","t",40,0.00882434855065516,0.00759497157251461,0.0102440866305813
"929","Palestine","conflict","24","t",45,0.00661751960539897,0.00551168186593228,0.00807787222954489
"930","Palestine","conflict","24","t",50,0.00660088190788055,0.00547411821000724,0.0080923404313637
"931","Palestine","conflict","24","t",55,0.007283296672088,0.0060024868310769,0.00894138225883077
"932","Palestine","conflict","24","t",60,0.0116925046921546,0.00926996276752665,0.0148887400751654
"933","Palestine","conflict","24","t",65,0.0132920482532298,0.0104760038335037,0.0169982428381571
"934","Palestine","conflict","24","t",70,0.016126210642924,0.0128054562326318,0.0206065553153465
"935","Palestine","conflict","24","t",75,0.0211901594616749,0.0167448034070527,0.0271174945302042
"936","Palestine","conflict","24","t",80,0.0159587047258009,0.0117336389134257,0.0215000819398764
"937","Palestine","all","23_24","t",0,0.0217552929495007,0.0204280407999498,0.0232752195982078
"938","Palestine","all","23_24","t",1,0.00897172290985439,0.0078878081328807,0.0102331115440242
"939","Palestine","all","23_24","t",5,0.00964837025393337,0.00847547912655006,0.011044999133992
"940","Palestine","all","23_24","t",10,0.0107975391550186,0.00948715123139419,0.0123169489642034
"941","Palestine","all","23_24","t",15,0.0123753121734665,0.0111369190488261,0.0137857097013724
"942","Palestine","all","23_24","t",20,0.0143931742562546,0.0129713234095912,0.0159887651179481
"943","Palestine","all","23_24","t",25,0.0159800689626614,0.0143920850067854,0.0177475094853544
"944","Palestine","all","23_24","t",30,0.0192762708855235,0.0168329627560357,0.022160749339321
"945","Palestine","all","23_24","t",35,0.0184149296396196,0.0161522258908051,0.0210768461798619
"946","Palestine","all","23_24","t",40,0.0167539490460425,0.0146642240733164,0.0192250131236525
"947","Palestine","all","23_24","t",45,0.0133580687623156,0.0114821707083176,0.0157330345271895
"948","Palestine","all","23_24","t",50,0.0150284426680826,0.0131188278977535,0.0174785144330824
"949","Palestine","all","23_24","t",55,0.0183975882564798,0.0162345197396891,0.0212250063875939
"950","Palestine","all","23_24","t",60,0.0311314645030315,0.0270040840767791,0.0364775249313604
"951","Palestine","all","23_24","t",65,0.0385537552995601,0.0337366911473779,0.0449021076121452
"952","Palestine","all","23_24","t",70,0.0615493610556907,0.0556053521124174,0.069272489049303
"953","Palestine","all","23_24","t",75,0.0617393144572951,0.0560573774769157,0.0691028139053599
"954","Palestine","all","23_24","t",80,0.185861014689082,0.17627636779302,0.198556672285967
"955","Palestine","conflict","23_24","t",0,0.00946854024746836,0.00814125977388615,0.0109884633306606
"956","Palestine","conflict","23_24","t",1,0.00849067051053096,0.00740675966645666,0.00975203847517641
"957","Palestine","conflict","23_24","t",5,0.00941876893591548,0.00824587557072037,0.0108153711322131
"958","Palestine","conflict","23_24","t",10,0.0105851822796364,0.00927478929163407,0.0121046015480218
"959","Palestine","conflict","23_24","t",15,0.0120334097864011,0.0107950229585225,0.0134438182675377
"960","Palestine","conflict","23_24","t",20,0.0136428825967521,0.0122210824545434,0.0152384697345377
"961","Palestine","conflict","23_24","t",25,0.015180852044973,0.0135929102529273,0.0169483299521883
"962","Palestine","conflict","23_24","t",30,0.0184637524313143,0.0160204214601683,0.021348260618435
"963","Palestine","conflict","23_24","t",35,0.0173312415958075,0.0150685152852155,0.0199931995606826
"964","Palestine","conflict","23_24","t",40,0.0154713881445218,0.0133816552083382,0.017942410358313
"965","Palestine","conflict","23_24","t",45,0.0115342843934411,0.00965837851354139,0.0139092423324133
"966","Palestine","conflict","23_24","t",50,0.0115349088717716,0.00962528062712823,0.0139849723507911
"967","Palestine","conflict","23_24","t",55,0.0127032984034271,0.0105402109892687,0.0155306964157937
"968","Palestine","conflict","23_24","t",60,0.0206046181020287,0.0164771948313638,0.0259506847643322
"969","Palestine","conflict","23_24","t",65,0.0235363113019665,0.018719302293583,0.0298846685131534
"970","Palestine","conflict","23_24","t",70,0.0281332495400068,0.0221892401685999,0.0358564302051617
"971","Palestine","conflict","23_24","t",75,0.0265741837454241,0.0208922130561246,0.0339376611302274
