"","region","cause","year","sex","age","dx_m","dx_l","dx_u","pop","mx_m","mx_l","mx_u"
"370","Gaza Strip","all","24","t",40,2386.18922452052,2076.05371840406,2764.1036584245,95324.5062923048,0.0250322746724066,0.0217788037846009,0.0289967791697615
"371","Gaza Strip","all","24","t",45,1609.72640049957,1359.50859819563,1944.08985651476,79238.2903530765,0.0203150067136332,0.017157217705453,0.0245347274386175
"372","Gaza Strip","all","24","t",50,1452.36137528391,1240.37697903396,1735.16867440577,60810.1450625149,0.0238835374227578,0.0203975336312521,0.0285341972564275
"373","Gaza Strip","all","24","t",55,1449.95021153935,1245.78598926552,1726.37882432525,51856.9595344674,0.0279605712435882,0.0240235062072524,0.0332911693979627
"374","Gaza Strip","all","24","t",60,1905.23378525202,1603.4538939577,2312.92378823453,40242.9311984686,0.0473433154224243,0.0398443613873414,0.0574740387778351
"375","Gaza Strip","all","24","t",65,1570.19402473753,1338.85648453044,1878.02780634332,26230.4582916239,0.0598614788685919,0.0510420546086292,0.0715972166960966
"376","Gaza Strip","all","24","t",70,1512.49522230508,1331.79643342543,1759.24083095404,18369.3654952305,0.0823379132337364,0.0725009491357345,0.0957703646002803
"377","Gaza Strip","all","24","t",75,1182.10773903412,1024.41710359131,1400.52516720086,11267.7121541957,0.104911070043082,0.0909161584510167,0.124295433539217
"378","Gaza Strip","all","24","t",80,1553.19554900997,1455.63516005884,1691.1038004173,6961.16205838498,0.223123026871511,0.209108069579485,0.242934123100941
"379","Gaza Strip","conflict","24","f",0,429.167907749376,345.75865249534,530.786430665072,32043.9227077609,0.013393113935,0.0107901475,0.01656434
"380","Gaza Strip","conflict","24","f",1,1546.92204630352,1306.68851962389,1834.9802288484,125613.414483102,0.012314943055,0.01040246,0.014608155
"381","Gaza Strip","conflict","24","f",5,1939.09840696788,1643.17829380789,2302.34892199911,134426.404421101,0.014424981575,0.0122236275,0.0171272075
"382","Gaza Strip","conflict","24","f",10,1878.71481351376,1596.15393254892,2227.18485189523,128699.413252497,0.01459769525,0.012402185,0.0173053225
"383","Gaza Strip","conflict","24","f",15,1037.3062327802,913.617967167324,1177.24776235263,112674.211061535,0.009206243585,0.00810849225,0.010448245
"384","Gaza Strip","conflict","24","f",20,924.41490829553,807.226245332727,1053.89403859551,90591.1766235371,0.0102042488325,0.00891064975,0.0116335175
"385","Gaza Strip","conflict","24","f",25,959.043732161171,837.011846709861,1102.21572298084,87456.4418447825,0.0109659587325,0.009570614,0.012603025
"386","Gaza Strip","conflict","24","f",30,1429.6461904659,1208.5814580373,1704.28701030363,83382.6627175982,0.0171456049,0.0144943975,0.020439345
"387","Gaza Strip","conflict","24","f",35,1015.20824231426,853.582073161807,1212.40970321291,64348.0895533595,0.01577682025,0.0132650725,0.018841425
"388","Gaza Strip","conflict","24","f",40,776.141763632601,645.957193404735,933.364549185125,48623.5696095901,0.0159622539,0.0132848575,0.0191957225
"389","Gaza Strip","conflict","24","f",45,720.280765672566,544.103369255511,972.470086947181,39984.9547897973,0.018013794675,0.0136077025,0.0243209
"390","Gaza Strip","conflict","24","f",50,609.635475612241,458.189368324013,825.72887536198,30496.0916956632,0.01999061,0.0150245275,0.0270765475
"391","Gaza Strip","conflict","24","f",55,603.088025774973,452.954257918463,816.047627897951,25493.7884510179,0.02365627325,0.01776724,0.032009665
"392","Gaza Strip","conflict","24","f",60,548.950975410661,410.142855791,741.969827729694,19866.4257268276,0.027632095625,0.020645025,0.0373479275
"393","Gaza Strip","conflict","24","f",65,428.597669421279,322.745035215572,579.534711728581,13544.230786146,0.031644297575,0.0238289675,0.0427883075
"394","Gaza Strip","conflict","24","f",70,333.671307288361,242.124082542038,464.266171854547,9786.77116742779,0.034094115575,0.024739935,0.047438135
"395","Gaza Strip","conflict","24","f",75,344.564761572925,257.196469430263,470.683244293418,6303.5040238454,0.054662416375,0.0408021425,0.074670095
"396","Gaza Strip","conflict","24","f",80,214.276575606024,145.5179039079,311.194438738671,4058.92708443044,0.0527914326,0.0358513225,0.0766691375
"397","Gaza Strip","conflict","24","m",0,374.474292606296,314.661023114551,440.021613003862,33204.7740085692,0.0112777244775,0.009476379,0.0132517575
"398","Gaza Strip","conflict","24","m",1,1285.55403509679,1137.63736889304,1457.49588872299,130153.055399412,0.0098772482225,0.00874076575,0.0111983225
"399","Gaza Strip","conflict","24","m",5,1579.52353130835,1397.53918292842,1788.70823303046,139815.496532902,0.0112971993125,0.00999559575,0.0127933475
"400","Gaza Strip","conflict","24","m",10,1842.73615637829,1629.40322537427,2080.37663148112,133810.373024154,0.013771250425,0.0121769575,0.0155472
"401","Gaza Strip","conflict","24","m",15,2720.92573533733,2417.27668187903,3064.73536455021,116213.42322356,0.023413179475,0.0208003225,0.0263716125
"402","Gaza Strip","conflict","24","m",20,2801.74688864496,2495.77136976489,3166.7183357916,93140.4113878647,0.0300808945,0.026795795,0.0339994025
"403","Gaza Strip","conflict","24","m",25,3016.15469391307,2698.2869948533,3392.28555868363,88138.9453442581,0.03422045365,0.030614015,0.03848793
"404","Gaza Strip","conflict","24","m",30,3029.37370731097,2638.02073399497,3510.71868605765,82815.5799429327,0.036579756,0.03185416,0.0423920075
"405","Gaza Strip","conflict","24","m",35,2258.87807360456,1956.98507853927,2610.07488290597,62894.6740319432,0.0359152521,0.031115275,0.04149914
"406","Gaza Strip","conflict","24","m",40,1501.05021923942,1296.97292619229,1745.44260491811,46700.9366827147,0.0321417583,0.0277718825,0.037374895
"407","Gaza Strip","conflict","24","m",45,761.990575170651,671.75744402859,867.391161809028,39253.3355632792,0.019412122925,0.017113385,0.02209726
"408","Gaza Strip","conflict","24","m",50,635.769080180219,555.965877343867,723.730593552898,30314.0533668517,0.020972750575,0.0183402025,0.023874425
"409","Gaza Strip","conflict","24","m",55,544.257159316902,472.725863740731,626.267344816139,26363.1710834496,0.020644601425,0.0179312975,0.0237553875
"410","Gaza Strip","conflict","24","m",60,897.563735390443,719.104045300069,1129.47081900086,20376.5054716409,0.044048953175,0.0352908425,0.055430055
"411","Gaza Strip","conflict","24","m",65,676.995828679606,534.846023415398,857.728083854908,12686.227505478,0.05336462935,0.04215958,0.067610965
"412","Gaza Strip","conflict","24","m",70,517.322181100577,408.200330601273,656.136461191421,8582.59432780275,0.060275734975,0.047561415,0.076449665
"413","Gaza Strip","conflict","24","m",75,400.024735376835,318.682727093661,507.40325478701,4964.20813035033,0.0805817816,0.064196085,0.102212325
"414","Gaza Strip","conflict","24","m",80,157.823742999105,113.483148418046,218.61318571228,2902.23497395454,0.054380070675,0.039101985,0.075325805
"415","Gaza Strip","conflict","24","t",0,803.642200355672,680.811617067863,947.93331118206,65248.6967163301,0.0123166015690631,0.0104341029220507,0.0145280037592661
"416","Gaza Strip","conflict","24","t",1,2832.47608140031,2461.93127146503,3275.0189065168,255766.469882515,0.0110744621165604,0.00962569985266602,0.0128047234182853
"417","Gaza Strip","conflict","24","t",5,3518.62193827622,3066.1076446912,4072.16755416852,274241.900954003,0.0128303586214799,0.0111803033527158,0.0148488160999567
"418","Gaza Strip","conflict","24","t",10,3721.45096989205,3257.83943102032,4280.15583334843,262509.786276651,0.014176427563619,0.0124103542089931,0.0163047476974352
"419","Gaza Strip","conflict","24","t",15,3758.23196811753,3356.19143428833,4219.34981043967,228887.634285095,0.0164195500550126,0.0146630526580041,0.0184341536126158
"420","Gaza Strip","conflict","24","t",20,3726.16179694049,3328.86761847175,4197.22877846424,183731.588011402,0.0202804636767699,0.0181181018163582,0.0228443504129718
"421","Gaza Strip","conflict","24","t",25,3975.19842607424,3553.15223659016,4463.50354127693,175595.387189041,0.0226383989335361,0.020234883691819,0.0254192528216681
"422","Gaza Strip","conflict","24","t",30,4459.01989777687,3862.50382994288,5204.8757400079,166198.242660531,0.0268295249480144,0.0232403409814161,0.0313172730149689
"423","Gaza Strip","conflict","24","t",35,3274.08631591882,2833.43531098036,3807.71919408308,127242.763585303,0.0257310217388032,0.0222679485350917,0.02992483884186
"424","Gaza Strip","conflict","24","t",40,2277.19198287202,1967.05363342226,2655.10831424074,95324.5062923048,0.02388884109076,0.0206353403750181,0.0278533654934343
"425","Gaza Strip","conflict","24","t",45,1482.27134084322,1232.05442942538,1816.63558961118,79238.2903530765,0.0187065033109421,0.0155487255458881,0.022926234040594
"426","Gaza Strip","conflict","24","t",50,1245.40455579246,1033.41769422336,1528.21226943024,60810.1450625149,0.0204802102430794,0.0169941659103259,0.0251308768933076
"427","Gaza Strip","conflict","24","t",55,1147.34518509187,943.177601154825,1423.77549226811,51856.9595344674,0.0221251919779307,0.0181880621159042,0.0274558228066144
"428","Gaza Strip","conflict","24","t",60,1446.5147108011,1144.7352686477,1854.2052138658,40242.9311984686,0.0359445663554485,0.0284456234811063,0.0460753021374437
"429","Gaza Strip","conflict","24","t",65,1105.59349810089,874.257133438102,1413.42713683349,26230.4582916239,0.0421492253703371,0.0333298459263777,0.0538849577509988
"430","Gaza Strip","conflict","24","t",70,850.993488388938,670.294435753531,1097.73553910814,18369.3654952305,0.0463267764262131,0.0364897979697539,0.0597590341045343
"431","Gaza Strip","conflict","24","t",75,744.58949694976,586.89812274122,963.005938581037,11267.7121541957,0.0660816931387885,0.0520867159818844,0.0854659690807281
"432","Gaza Strip","conflict","24","t",80,372.100318605129,274.538331910592,510.006434723826,6961.16205838498,0.053453764685297,0.0394385778707595,0.073264554171599
"433","Gaza Strip","noconflict","24","f",0,377.659454707377,377.656855464587,377.660059856858,32043.9227077609,0.011785681115,0.0117856,0.0117857
"434","Gaza Strip","noconflict","24","f",1,68.0766949450435,68.0699093083931,68.0824706498415,125613.414483102,0.00054195402,0.0005419,0.000542000000000001
"435","Gaza Strip","noconflict","24","f",5,35.8016229777864,35.797751497339,35.8111941377812,134426.404421101,0.0002663288,0.000266299999999999,0.0002664
"436","Gaza Strip","noconflict","24","f",10,26.2784156927985,26.2675502448344,26.2804201861601,128699.413252497,0.000204184425,0.000204099999999999,0.000204200000000002
"437","Gaza Strip","noconflict","24","f",15,22.1294223730339,22.1280883103749,22.1314685367067,112674.211061535,0.00019640184,0.000196389999999999,0.000196419999999999
"438","Gaza Strip","noconflict","24","f",20,29.3928779799194,29.3877776966754,29.3968368143378,90591.1766235371,0.0003244563,0.000324399999999999,0.0003245
"439","Gaza Strip","noconflict","24","f",25,26.8196810623791,26.8141450696102,26.8228907137948,87456.4418447825,0.0003066633,0.000306599999999999,0.0003067
"440","Gaza Strip","noconflict","24","f",30,33.9653106263095,33.9617585248777,33.9700967911497,83382.6627175982,0.0004073426,0.000407299999999999,0.000407400000000002
"441","Gaza Strip","noconflict","24","f",35,50.8782551851652,50.873599600886,50.8800344098415,64348.0895533595,0.00079067235,0.000790599999999999,0.000790700000000002
"442","Gaza Strip","noconflict","24","f",40,42.2841841993145,42.2830561324994,42.2879184894605,48623.5696095901,0.0008696232,0.000869599999999998,0.000869700000000001
"443","Gaza Strip","noconflict","24","f",45,51.6245661324924,51.6245751291072,51.6245751291074,39984.9547897973,0.001291099775,0.0012911,0.0012911
"444","Gaza Strip","noconflict","24","f",50,77.0657797886237,77.0636237149408,77.0666733241105,30496.0916956632,0.0025270707,0.002527,0.0025271
"445","Gaza Strip","noconflict","24","f",55,120.012804539366,120.012009133166,120.014558512012,25493.7884510179,0.0047075312,0.0047075,0.0047076
"446","Gaza Strip","noconflict","24","f",60,150.683110209879,150.682865852842,150.684852495415,19866.4257268276,0.0075848123,0.0075848,0.0075849
"447","Gaza Strip","noconflict","24","f",65,218.333847802915,218.333000272673,218.334354695752,13544.230786146,0.016120062575,0.01612,0.0161201
"448","Gaza Strip","noconflict","24","f",70,321.001971614277,321.001200906048,321.002179583165,9786.77116742779,0.03279957875,0.0327995,0.0327996
"449","Gaza Strip","noconflict","24","f",75,272.116209623751,272.113443803773,272.119116957394,6303.5040238454,0.043169038775,0.0431686,0.0431695
"450","Gaza Strip","noconflict","24","f",80,574.230449998339,574.228591415627,574.232244450003,4058.92708443044,0.1414734579,0.141473,0.1414739
"451","Gaza Strip","noconflict","24","m",0,437.430524867775,437.429731356688,437.433051834089,33204.7740085692,0.0131737238975,0.0131737,0.0131738
"452","Gaza Strip","noconflict","24","m",1,75.0068368427693,75.0006981739114,75.0124119488973,130153.055399412,0.000576297165,0.00057625,0.00057634
"453","Gaza Strip","noconflict","24","m",5,49.5868738193638,49.5785750705671,49.5925566202206,139815.496532902,0.000354659355,0.0003546,0.000354700000000001
"454","Gaza Strip","noconflict","24","m",10,47.1387817688761,47.1280133791068,47.1413944164096,133810.373024154,0.000352280475,0.000352199999999999,0.000352300000000002
"455","Gaza Strip","noconflict","24","m",15,32.0132390620044,32.0051767557681,32.0167980980908,116213.42322356,0.000275469375,0.000275399999999999,0.000275500000000001
"456","Gaza Strip","noconflict","24","m",20,42.8870123672947,42.8818454029729,42.8911594441119,93140.4113878647,0.000460455475,0.0004604,0.000460500000000003
"457","Gaza Strip","noconflict","24","m",25,67.9630990280294,67.9551268604231,67.9639407549578,88138.9453442581,0.00077109045,0.000771000000000001,0.000771100000000004
"458","Gaza Strip","noconflict","24","m",30,56.2282466967668,56.2234972232567,56.2317787812518,82815.5799429327,0.00067895735,0.000678899999999996,0.000679000000000006
"459","Gaza Strip","noconflict","24","m",35,69.3100880198865,69.3099307832013,69.3100880198868,62894.6740319432,0.0011020025,0.001102,0.00110200250000001
"460","Gaza Strip","noconflict","24","m",40,66.7130574491898,66.7122880512579,66.7169581449263,46700.9366827147,0.001428516475,0.0014285,0.0014286
"461","Gaza Strip","noconflict","24","m",45,75.8304935238606,75.8295936411427,75.8335189746992,39253.3355632792,0.001931822925,0.0019318,0.0019319
"462","Gaza Strip","noconflict","24","m",50,129.891039702822,129.889655866286,129.892687271623,30314.0533668517,0.00428484565,0.0042848,0.0042849
"463","Gaza Strip","noconflict","24","m",55,182.592221908106,182.591322923972,182.59395924108,26363.1710834496,0.0069260341,0.006926,0.0069261
"464","Gaza Strip","noconflict","24","m",60,308.035964241034,308.03570851589,308.037746166438,20376.5054716409,0.01511721255,0.0151172,0.0151173
"465","Gaza Strip","noconflict","24","m",65,246.266678833728,246.266316959089,246.267585581839,12686.227505478,0.019412128525,0.0194121,0.0194122
"466","Gaza Strip","noconflict","24","m",70,340.499762301868,340.495548248053,340.503272582948,8582.59432780275,0.039673291,0.0396728,0.0396737
"467","Gaza Strip","noconflict","24","m",75,165.402032460608,165.399968591077,165.404436378395,4964.20813035033,0.03331891575,0.0333185,0.0333194
"468","Gaza Strip","noconflict","24","m",80,606.864780406506,606.86342774734,606.866039758817,2902.23497395454,0.209102566075,0.2091021,0.209103
"469","Gaza Strip","noconflict","24","t",0,815.089979575152,815.086586821275,815.093111690946,65248.6967163301,0.0124920499656686,0.012491997968402,0.012492097968402
"470","Gaza Strip","noconflict","24","t",1,143.083531787813,143.071909012858,143.093581068185,255766.469882515,0.000559430373549503,0.000559384930630579,0.000559469664393125
"471","Gaza Strip","noconflict","24","t",5,85.3884967971503,85.3763265679061,85.4037507580018,274241.900954003,0.000311361963653658,0.000311317585937482,0.000311417585937483
"472","Gaza Strip","noconflict","24","t",10,73.4171974616745,73.3955636239417,73.4218146025694,262509.786276651,0.000279674135212249,0.000279591723664704,0.000279691723664704
"473","Gaza Strip","noconflict","24","t",15,54.1426614350383,54.1343918082536,54.1471398926871,228887.634285095,0.000236546904790846,0.0002365107751554,0.0002365664709752
"474","Gaza Strip","noconflict","24","t",20,72.279890347214,72.2696230996483,72.2879962584498,183731.588011402,0.000393399366595191,0.000393343484818535,0.000393443484818537
"475","Gaza Strip","noconflict","24","t",25,94.7827800904085,94.7692719300334,94.7868314687526,175595.387189041,0.000539779441861808,0.00053970251409855,0.000539802514098551
"476","Gaza Strip","noconflict","24","t",30,90.1935573230763,90.1852557481344,90.2018755724012,166198.242660531,0.000542686588493607,0.000542636638657743,0.000542736638657747
"477","Gaza Strip","noconflict","24","t",35,120.188343205052,120.183530384087,120.189965193043,127242.763585303,0.000944559358964867,0.000944521535038156,0.000944572106157288
"478","Gaza Strip","noconflict","24","t",40,108.997241648504,108.995344183757,109.004876634387,95324.5062923048,0.0011434335816466,0.00114341367632718,0.00114351367632718
"479","Gaza Strip","noconflict","24","t",45,127.455059656353,127.45416877025,127.458094103806,79238.2903530765,0.00160850340269115,0.00160849215956489,0.00160854169790726
"480","Gaza Strip","noconflict","24","t",50,206.956819491446,206.953279581227,206.959360595733,60810.1450625149,0.00340332717967845,0.00340326896718421,0.00340336896718421
"481","Gaza Strip","noconflict","24","t",55,302.605026447472,302.603332057138,302.608517753092,51856.9595344674,0.00583537926565751,0.00583534659134824,0.00583544659134824
"482","Gaza Strip","noconflict","24","t",60,458.719074450913,458.718574368733,458.72061201928,40242.9311984686,0.0113987490669757,0.0113987366403914,0.0113987872741421
"483","Gaza Strip","noconflict","24","t",65,464.600526636643,464.599317231762,464.601940277591,26230.4582916239,0.0177122534982548,0.0177122073913638,0.0177123073913638
"484","Gaza Strip","noconflict","24","t",70,661.501733916145,661.497727831218,661.505452166113,18369.3654952305,0.0360111368075233,0.0360109187224224,0.0360113392233318
"485","Gaza Strip","noconflict","24","t",75,437.518242084358,437.514673095655,437.521796214171,11267.7121541957,0.0388293769042938,0.0388290601595408,0.0388296923303327
"486","Gaza Strip","noconflict","24","t",80,1181.09523040485,1181.09242505568,1181.09799398532,6961.16205838498,0.169669262186214,0.16966885918609,0.16966965918609
"487","Gaza Strip","all","24_25","f",0,528.922520597557,489.45425652124,582.85740451615,32043.9227077609,0.01650617265,0.01527448,0.0181893275
"488","Gaza Strip","all","24_25","f",1,893.480278450511,721.649003398715,1120.07142144738,125613.414483102,0.0071129368,0.0057449995,0.00891681375
"489","Gaza Strip","all","24_25","f",5,1136.83399601216,914.35331350843,1432.15606021365,134426.404421101,0.00845692482,0.00680188775,0.01065383
"490","Gaza Strip","all","24_25","f",10,992.739827504071,791.454351867312,1254.53694487402,128699.413252497,0.00771363134,0.0061496345,0.00974780625
"491","Gaza Strip","all","24_25","f",15,892.502037773682,712.217969739985,1125.13439046627,112674.211061535,0.0079210853075,0.006321038,0.00998573125
"492","Gaza Strip","all","24_25","f",20,977.460487970604,778.461666987839,1232.73008036804,90591.1766235371,0.0107897979075,0.008593129,0.0136076175
"493","Gaza Strip","all","24_25","f",25,1173.956488416,936.745948599465,1479.04322949734,87456.4418447825,0.013423327815,0.010711,0.01691177
"494","Gaza Strip","all","24_25","f",30,1054.86401155041,842.660603377598,1327.28939427186,83382.6627175982,0.0126508794175,0.010105945,0.01591805
"495","Gaza Strip","all","24_25","f",35,830.905679154856,667.135896734306,1048.76076795237,64348.0895533595,0.0129126705225,0.01036761,0.0162982425
"496","Gaza Strip","all","24_25","f",40,618.962198963308,493.677533424649,782.688616089686,48623.5696095901,0.0127296741875,0.01015305,0.0160968975
"497","Gaza Strip","all","24_25","f",45,533.144058634851,425.483202677003,673.120423778463,39984.9547897973,0.0133336166425,0.0106410825,0.0168343425
"498","Gaza Strip","all","24_25","f",50,491.281100556249,395.956908883424,613.458770628127,30496.0916956632,0.016109641375,0.0129838575,0.02011598
"499","Gaza Strip","all","24_25","f",55,496.108295983372,411.525003385896,607.944254682195,25493.7884510179,0.01945996755,0.0161421675,0.02384676
"500","Gaza Strip","all","24_25","f",60,491.655403990855,410.255995085514,594.38076035529,19866.4257268276,0.024748055375,0.02065072,0.0299188575
"501","Gaza Strip","all","24_25","f",65,336.49405510981,297.802589290191,392.558874384492,13544.230786146,0.024844087525,0.0219874125,0.028983475
"502","Gaza Strip","all","24_25","f",70,414.173181850456,383.966130363577,457.318591936646,9786.77116742779,0.042319696125,0.0392331775,0.04672824
"503","Gaza Strip","all","24_25","f",75,310.363862168186,294.961565733884,333.210865699097,6303.5040238454,0.049236719925,0.04679327,0.0528612125
"504","Gaza Strip","all","24_25","f",80,619.572608170251,604.065054101036,641.401805199409,4058.92708443044,0.15264442925,0.148823825,0.1580225
"505","Gaza Strip","all","24_25","m",0,583.251118762347,542.442734576513,636.526137395614,33204.7740085692,0.017565278975,0.0163362875,0.0191697175
"506","Gaza Strip","all","24_25","m",1,945.704439692547,766.476777137202,1183.87420928541,130153.055399412,0.007266094805,0.00588904175,0.0090960155
"507","Gaza Strip","all","24_25","m",5,1313.95500611445,1057.42813061963,1649.12517976055,139815.496532902,0.0093977780625,0.00756302525,0.01179501
"508","Gaza Strip","all","24_25","m",10,1766.24852403785,1422.75351032035,2224.58473954112,133810.373024154,0.013199638295,0.01063261,0.016624905
"509","Gaza Strip","all","24_25","m",15,3165.46721613089,2543.38625915719,3984.08987753082,116213.42322356,0.027238395775,0.0218854775,0.0342825275
"510","Gaza Strip","all","24_25","m",20,4243.332330448,3709.34272998587,4869.42541475503,93140.4113878647,0.045558445225,0.0398252775,0.05228048
"511","Gaza Strip","all","24_25","m",25,4358.01788360565,3816.35794135509,4984.57642219994,88138.9453442581,0.0494448608,0.0432993375,0.05655362
"512","Gaza Strip","all","24_25","m",30,4286.96823483939,3749.86068140196,4910.3268317672,82815.5799429327,0.05176523835,0.0452796525,0.0592923075
"513","Gaza Strip","all","24_25","m",35,3278.74905036715,2862.43504535859,3773.38043432146,62894.6740319432,0.0521307901,0.045511565,0.05999523
"514","Gaza Strip","all","24_25","m",40,2160.0025887457,1882.58924567424,2485.20750816489,46700.9366827147,0.0462518044,0.040311595,0.0532153675
"515","Gaza Strip","all","24_25","m",45,1577.13966011319,1368.17402972471,1814.71860122583,39253.3355632792,0.0401784877,0.034854975,0.04623094
"516","Gaza Strip","all","24_25","m",50,1173.60995917635,1022.83246167648,1353.34362991506,30314.0533668517,0.038715045625,0.0337411975,0.0446441
"517","Gaza Strip","all","24_25","m",55,1029.79471815023,900.312178688959,1175.54744155205,26363.1710834496,0.03906186835,0.034150375,0.0445905175
"518","Gaza Strip","all","24_25","m",60,863.252165733362,772.833579046647,969.744282969978,20376.5054716409,0.042365074175,0.03792768,0.047591295
"519","Gaza Strip","all","24_25","m",65,532.67555704945,454.451338201215,645.311159125935,12686.227505478,0.0419884916,0.0358224175,0.050867065
"520","Gaza Strip","all","24_25","m",70,556.572511728493,495.279697411418,644.774179125701,8582.59432780275,0.064848982775,0.0577074575,0.07512579
"521","Gaza Strip","all","24_25","m",75,230.48820744447,206.456600859384,264.367228561563,4964.20813035033,0.046430004825,0.04158903,0.0532546625
"522","Gaza Strip","all","24_25","m",80,708.802291534759,679.468204755515,750.340347484239,2902.23497395454,0.24422636275,0.23411895,0.2585388
"523","Gaza Strip","all","24_25","t",0,1112.1736393599,1041.53067419696,1206.64555913139,65248.6967163301,0.0170451471880749,0.0159624747560099,0.018493021621218
"524","Gaza Strip","all","24_25","t",1,1839.18471814306,1497.44610669719,2285.25922308632,255766.469882515,0.00719087501574339,0.00585473970604918,0.00893494453802349
"525","Gaza Strip","all","24_25","t",5,2450.78900212662,1984.61908660833,3065.06472128526,274241.900954003,0.00893659573391622,0.00723674638960879,0.0111765004203327
"526","Gaza Strip","all","24_25","t",10,2758.98835154193,2225.46067501097,3466.18763400468,262509.786276651,0.0105100399900304,0.00847762937365551,0.0132040320597868
"527","Gaza Strip","all","24_25","t",15,4057.96925390457,3269.3515627102,5092.79961084873,228887.634285095,0.0177290890640693,0.0142836530812233,0.0222502173468459
"528","Gaza Strip","all","24_25","t",20,5220.79281841861,4508.69679173897,6086.3109082399,183731.588011402,0.0284153251758463,0.0245395842954298,0.0331260997312133
"529","Gaza Strip","all","24_25","t",25,5531.97437202165,4776.21622964315,6448.59134219419,175595.387189041,0.0315040984878839,0.0272001235687429,0.0367241500213889
"530","Gaza Strip","all","24_25","t",30,5341.8322463898,4606.89349455042,6226.36291365055,166198.242660531,0.0321413280963553,0.0277192671884037,0.0374634702147136
"531","Gaza Strip","all","24_25","t",35,4109.65472952201,3549.23072495386,4802.18462439985,127242.763585303,0.0322977481290472,0.0278933797486603,0.0377403357887657
"532","Gaza Strip","all","24_25","t",40,2778.96478770901,2391.42082353373,3244.84699618993,95324.5062923048,0.0291526795763048,0.0250871566667299,0.0340400084133651
"533","Gaza Strip","all","24_25","t",45,2110.28371874804,1811.08574375206,2477.0040217918,79238.2903530765,0.0266321207757621,0.0228561940910395,0.0312601901272044
"534","Gaza Strip","all","24_25","t",50,1664.8910597326,1437.82598763499,1938.206844197,60810.1450625149,0.0273785082739243,0.0236445084312306,0.0318730837133254
"535","Gaza Strip","all","24_25","t",55,1525.90301413361,1330.67995498768,1763.11540211032,51856.9595344674,0.0294252310168589,0.025660585713731,0.0339995907576965
"536","Gaza Strip","all","24_25","t",60,1354.90756972422,1198.10363244023,1547.04010059706,40242.9311984686,0.0336682127611961,0.029771778465427,0.0384425302661832
"537","Gaza Strip","all","24_25","t",65,869.169612159261,759.045986880687,1029.33457473543,26230.4582916239,0.0331358912031212,0.0289375800621474,0.0392419592250939
"538","Gaza Strip","all","24_25","t",70,970.745693578949,885.942042702378,1093.49651080782,18369.3654952305,0.0528459022621655,0.0482293219617414,0.0595282679247544
"539","Gaza Strip","all","24_25","t",75,540.852069612657,506.446025230405,590.473859515018,11267.7121541957,0.0480001673996669,0.0449466598276405,0.0524040596204922
"540","Gaza Strip","all","24_25","t",80,1328.37489970501,1288.44913092524,1384.86181526882,6961.16205838498,0.190826601731665,0.185091098313572,0.198941183045825
"541","Gaza Strip","conflict","24_25","f",0,155.081469788666,115.61351181192,209.01511368756,32043.9227077609,0.0048396530975,0.00360797,0.00652276925
"542","Gaza Strip","conflict","24_25","f",1,825.351624458667,653.521280516306,1051.94250523753,125613.414483102,0.0065705691375,0.00520263925,0.008374444
"543","Gaza Strip","conflict","24_25","f",5,1100.84467411802,878.363332252769,1396.15666910968,134426.404421101,0.008189199725,0.00653415775,0.01038603
"544","Gaza Strip","conflict","24_25","f",10,966.454729094239,765.170038523901,1228.25263153061,128699.413252497,0.00750939499,0.00594540425,0.009543576
"545","Gaza Strip","conflict","24_25","f",15,870.650151418794,690.367031820269,1103.282353973,112674.211061535,0.00772714664,0.00612710775,0.00979179125
"546","Gaza Strip","conflict","24_25","f",20,947.590403981975,748.59103831976,1202.85311031759,90591.1766235371,0.01046007392,0.008263399,0.0132778175
"547","Gaza Strip","conflict","24_25","f",25,1147.29909633721,910.089006484071,1452.38650602305,87456.4418447825,0.01311852017,0.0104061975,0.01660697
"548","Gaza Strip","conflict","24_25","f",30,1021.15780608634,808.956393052189,1293.57778373514,83382.6627175982,0.01224664424,0.00970173375,0.01551375
"549","Gaza Strip","conflict","24_25","f",35,779.870495548903,616.103276917111,997.726298127601,64348.0895533595,0.01211955943,0.00957453875,0.0155051425
"550","Gaza Strip","conflict","24_25","f",40,576.974324973811,451.688637732395,740.702163731806,48623.5696095901,0.01186614495,0.00928949975,0.0152333975
"551","Gaza Strip","conflict","24_25","f",45,482.378413114769,374.718693929186,622.355525177336,39984.9547897973,0.0120639979625,0.00937149225,0.0155647425
"552","Gaza Strip","conflict","24_25","f",50,414.90289357998,319.579447231636,537.081308976338,30496.0916956632,0.013605116935,0.0104793575,0.01761148
"553","Gaza Strip","conflict","24_25","f",55,377.853972028579,293.269580011475,489.688831307774,25493.7884510179,0.014821413175,0.01150357,0.0192081625
"554","Gaza Strip","conflict","24_25","f",60,343.452690042085,262.054445805953,446.179161409664,19866.4257268276,0.01728809675,0.01319082,0.022458955
"555","Gaza Strip","conflict","24_25","f",65,120.78982289692,82.0981212722428,176.85480930741,13544.230786146,0.008918175185,0.00606148275,0.013057575
"556","Gaza Strip","conflict","24_25","f",70,95.3256097544655,65.1184179252881,138.471459364549,9786.77116742779,0.009740251215,0.00665371825,0.01414884
"557","Gaza Strip","conflict","24_25","f",75,41.1767192671786,25.7745788288421,64.0235084631933,6303.5040238454,0.0065323539275,0.00408892875,0.0101568125
