"","region","cause","year","sex","age","dx_m","dx_l","dx_u","pop","mx_m","mx_l","mx_u"
"186","Gaza Strip","all","23_24","m",20,5180.2732971358,4659.89553614962,5783.62874595389,96382.1903467788,0.053747204525,0.0483480975,0.060007235
"187","Gaza Strip","all","23_24","m",25,5568.29515208085,5009.56000462523,6204.47741901796,92480.8753082202,0.0602102341,0.054168605,0.0670893025
"188","Gaza Strip","all","23_24","m",30,5545.8517344701,4877.21297439843,6342.15811675628,86023.7142119349,0.064468871,0.056696145,0.073725695
"189","Gaza Strip","all","23_24","m",35,4144.91049650441,3637.86788560716,4747.70599095846,64676.9638682061,0.064086349275,0.0562467325,0.073406445
"190","Gaza Strip","all","23_24","m",40,2778.84927629981,2432.56450708732,3186.66874316546,48352.1186603532,0.057471096475,0.0503093675,0.0659054625
"191","Gaza Strip","all","23_24","m",45,1472.00812491526,1323.63551318413,1642.01144060391,40599.1282029425,0.0362571363,0.03260256,0.0404445
"192","Gaza Strip","all","23_24","m",50,1286.96788524579,1160.48482211663,1427.60010493771,31216.5346803728,0.04122712205,0.037175325,0.0457321775
"193","Gaza Strip","all","23_24","m",55,1184.77989227338,1069.39676043578,1312.82722915094,27548.2359102616,0.04300746865,0.038819065,0.0476555825
"194","Gaza Strip","all","23_24","m",60,1927.39244130912,1632.70220240748,2313.56791650743,20915.8723984579,0.092149751375,0.07806044,0.110613025
"195","Gaza Strip","all","23_24","m",65,1472.61517395809,1238.71100618124,1768.68964735902,13182.6686236118,0.111708426875,0.0939651175,0.1341678
"196","Gaza Strip","all","23_24","m",70,1292.34649989435,1108.30989885043,1525.82644131635,8999.1080451732,0.143608288,0.12315775,0.169553075
"197","Gaza Strip","all","23_24","m",75,751.254300419891,632.029827378835,900.923010497663,5186.94017494703,0.1448357365,0.121850225,0.17369065
"198","Gaza Strip","all","23_24","m",80,1056.47918759586,963.851332193792,1175.598594856,3005.47361890607,0.35151837,0.32069865,0.391152525
"199","Gaza Strip","all","23_24","t",0,2265.90957421751,2069.33508487937,2501.39756811364,67017.1545175068,0.0338108890258178,0.030877692432298,0.0373247355266359
"200","Gaza Strip","all","23_24","t",1,5157.38383740528,4520.41323072932,5934.20501806252,263416.637080804,0.0195788082884956,0.0171606975201899,0.0225278292359422
"201","Gaza Strip","all","23_24","t",5,6309.94537229024,5546.24579205135,7218.5723191622,281343.600054871,0.0224278973150966,0.0197134244069162,0.0256574960928713
"202","Gaza Strip","all","23_24","t",10,6652.53642069603,5832.23989927063,7636.46298730839,270726.773880013,0.0245728796060801,0.0215429003038152,0.0282072691882809
"203","Gaza Strip","all","23_24","t",15,6771.7020971854,6079.58547766082,7565.61670303793,234810.649846554,0.0288389904870611,0.025891438406366,0.0322200748048778
"204","Gaza Strip","all","23_24","t",20,6843.76593987041,6165.15469971863,7637.22072396105,189353.985484772,0.0361427087069197,0.0325588853275784,0.0403330339438524
"205","Gaza Strip","all","23_24","t",25,7293.30723124763,6563.28607900892,8130.3637840632,183295.662461528,0.0397898517253697,0.035807099801865,0.0443565530950284
"206","Gaza Strip","all","23_24","t",30,8127.76329583385,7104.72801630366,9366.19586397052,171513.391045302,0.0473885056222057,0.0414237510727491,0.0546091229780224
"207","Gaza Strip","all","23_24","t",35,6005.17546494664,5250.57382082911,6924.77266982728,130058.202155496,0.0461729853667125,0.0403709549556252,0.053243644422734
"208","Gaza Strip","all","23_24","t",40,4206.30850611951,3664.3652824278,4848.62392333088,98100.0139075312,0.0428777564709049,0.037353361497806,0.0494253133124036
"209","Gaza Strip","all","23_24","t",45,2806.4849838503,2379.55252932986,3362.9029299467,81588.9318197005,0.0343978640393554,0.029165138901295,0.0412176364482651
"210","Gaza Strip","all","23_24","t",50,2457.0229044083,2094.24808222038,2928.38261295141,62350.5054435114,0.0394066236822142,0.0335883096267396,0.0469664614925131
"211","Gaza Strip","all","23_24","t",55,2387.7397378709,2043.20231981444,2849.00522044841,53936.3679629928,0.0442695685313701,0.03788171871744,0.0528215993780521
"212","Gaza Strip","all","23_24","t",60,3057.48215541246,2555.45928107958,3740.02235834542,41148.5701194894,0.0743034848242352,0.0621032340530642,0.0908907003933536
"213","Gaza Strip","all","23_24","t",65,2457.56314066025,2056.81193617697,2990.97828831274,27114.1955022249,0.0906375090663704,0.0758573838566662,0.110310419797161
"214","Gaza Strip","all","23_24","t",70,2215.23244843804,1905.26830545562,2641.38439698522,19078.4918804444,0.116111507257482,0.0998647229243806,0.138448280584099
"215","Gaza Strip","all","23_24","t",75,1428.13016608661,1221.95277270279,1702.91445866976,11700.5964283161,0.122056185326626,0.104435084159094,0.145540825128249
"216","Gaza Strip","all","23_24","t",80,2240.21252570669,2014.24845311449,2547.60143185176,7231.53990608893,0.309783608304566,0.278536588233234,0.352290309524074
"217","Gaza Strip","conflict","23_24","f",0,754.905140852904,623.961659397291,914.967009684253,32907.5521485451,0.022940179125,0.0189610475,0.027804165
"218","Gaza Strip","conflict","23_24","f",1,2735.0819340646,2322.75971866292,3243.10236156381,129344.945623446,0.02114564215,0.01795787,0.0250732825
"219","Gaza Strip","conflict","23_24","f",5,3432.01325783788,2942.48561483847,4032.2425632874,137822.712045189,0.024901652325,0.0213497875,0.029256735
"220","Gaza Strip","conflict","23_24","f",10,3321.53228959185,2835.85249716577,3909.36296703649,132556.254191978,0.0250575298,0.0213935775,0.029492105
"221","Gaza Strip","conflict","23_24","f",15,1832.68825409277,1627.62582505592,2070.25162598356,115209.755799393,0.015907405075,0.0141275,0.0179694125
"222","Gaza Strip","conflict","23_24","f",20,1629.81396323869,1438.61441241393,1850.34419091332,92971.7951379931,0.01753019785,0.015473665,0.01990221
"223","Gaza Strip","conflict","23_24","f",25,1691.98553817457,1496.83020926187,1916.86517354458,90814.7871533084,0.0186311678,0.01648223,0.0211074125
"224","Gaza Strip","conflict","23_24","f",30,2526.81160096969,2145.96977566628,2988.78321935212,85489.6768333666,0.029556920725,0.0251020925,0.03496075
"225","Gaza Strip","conflict","23_24","f",35,1789.7309546735,1509.40581442589,2127.34465602222,65381.2382872897,0.027373769625,0.0230862225,0.03253754
"226","Gaza Strip","conflict","23_24","f",40,1376.88283934357,1159.68562308078,1631.49565656292,49747.895247178,0.0276772079,0.02331125,0.03279527
"227","Gaza Strip","conflict","23_24","f",45,1275.62174368847,974.377332107224,1691.95579899466,40989.803616758,0.031120464875,0.0237712125,0.04127748
"228","Gaza Strip","conflict","23_24","f",50,1074.64791648096,818.677179242887,1426.05183499284,31133.9707631387,0.034516892325,0.0262953025,0.045803725
"229","Gaza Strip","conflict","23_24","f",55,1067.79823146382,816.323857906232,1425.07913087799,26388.1320527312,0.040465093525,0.030935265,0.0540045475
"230","Gaza Strip","conflict","23_24","f",60,970.969100913111,735.063822226959,1303.31036686937,20232.6977210316,0.04799009575,0.03633049,0.064416045
"231","Gaza Strip","conflict","23_24","f",65,756.522274714673,567.906189661292,1016.82386999988,13931.5268786132,0.0543028974,0.0407641025,0.0729872525
"232","Gaza Strip","conflict","23_24","f",70,589.972136581195,442.415780596835,801.368341399622,10079.3838352712,0.05853255975,0.0438931375,0.0795056875
"233","Gaza Strip","conflict","23_24","f",75,392.494420856286,288.263665032458,537.522172267788,6513.65625336905,0.06025715905,0.0442552775,0.0825223425
"234","Gaza Strip","conflict","23_24","f",80,591.794970459998,444.158932872976,800.461011533478,4226.06628718286,0.1400344742,0.10509985,0.189410425
"235","Gaza Strip","conflict","23_24","m",0,661.73771693835,571.218758469976,763.069666652302,34109.6023689617,0.019400335125,0.0167465675,0.02237111
"236","Gaza Strip","conflict","23_24","m",1,2273.11025746013,2028.19833793485,2561.80400511436,134071.691457358,0.016954438575,0.015127715,0.0191077175
"237","Gaza Strip","conflict","23_24","m",5,2789.59637967388,2480.45643777809,3142.44725132719,143520.888009682,0.019436866775,0.017282895,0.0218954
"238","Gaza Strip","conflict","23_24","m",10,3254.65777997495,2895.31833464388,3661.37334726097,138170.519688035,0.023555370475,0.020954675,0.0264989475
"239","Gaza Strip","conflict","23_24","m",15,4805.02734835389,4295.01999836898,5391.48062969161,119600.894047161,0.040175513625,0.03591127,0.0450789325
"240","Gaza Strip","conflict","23_24","m",20,4953.67258712257,4433.29160938079,5557.02457822958,96382.1903467788,0.0513961404,0.045997,0.057656135
"241","Gaza Strip","conflict","23_24","m",25,5333.49490518758,4774.76031030519,5969.67772469792,92480.8753082202,0.057671328125,0.051629705,0.0645504025
"242","Gaza Strip","conflict","23_24","m",30,5354.50386423118,4685.87021181753,6150.81556923468,86023.7142119349,0.062244509125,0.0544718425,0.071501395
"243","Gaza Strip","conflict","23_24","m",35,3983.62686949941,3476.58294080901,4586.42735216429,64676.9638682061,0.06159266965,0.0537530325,0.0709128425
"244","Gaza Strip","conflict","23_24","m",40,2649.57781879948,2303.290282637,3057.39923304671,48352.1186603532,0.0547975537,0.0476357675,0.06323196
"245","Gaza Strip","conflict","23_24","m",45,1347.53913903452,1199.16670593954,1517.54263335933,40599.1282029425,0.0331913319,0.02953676,0.0373787
"246","Gaza Strip","conflict","23_24","m",50,1120.15326767996,993.669904091652,1260.78518691274,31216.5346803728,0.035883331675,0.031831525,0.0403883775
"247","Gaza Strip","conflict","23_24","m",55,960.153442365386,844.768513694097,1088.20159949166,27548.2359102616,0.034853536375,0.0306650675,0.03950168
"248","Gaza Strip","conflict","23_24","m",60,1585.47740344619,1290.78630542509,1971.651862656,20915.8723984579,0.07580259495,0.0617132425,0.09426582
"249","Gaza Strip","conflict","23_24","m",65,1190.37167403838,956.46743441599,1486.44871212749,13182.6686236118,0.090298232325,0.0725549175,0.1127578
"250","Gaza Strip","conflict","23_24","m",70,915.008395930735,730.970999140686,1148.49361600454,8999.1080451732,0.101677676425,0.08122705,0.12762305
"251","Gaza Strip","conflict","23_24","m",75,559.088703688376,439.866129586117,708.757250896226,5186.94017494703,0.1077877679,0.0848026225,0.13664265
"252","Gaza Strip","conflict","23_24","m",80,423.032532034493,330.402760041894,542.152877904038,3005.47361890607,0.1407540327,0.109933675,0.1803885
"253","Gaza Strip","conflict","23_24","t",0,1416.64285779125,1220.0686022125,1652.13108544677,67017.1545175068,0.0211385109975266,0.0182053178920598,0.0246523609863977
"254","Gaza Strip","conflict","23_24","t",1,5008.19219152473,4371.21748871239,5785.02187536091,263416.637080804,0.0190124369023375,0.0165943105840027,0.0219614901301254
"255","Gaza Strip","conflict","23_24","t",5,6221.60963751177,5457.91116297028,7130.23769008114,281343.600054871,0.0221139191945307,0.0193994502164109,0.0253435219023661
"256","Gaza Strip","conflict","23_24","t",10,6576.19006956681,5755.89941202669,7560.12248602878,270726.773880013,0.0242908744315086,0.0212609167890344,0.0279252856216558
"257","Gaza Strip","conflict","23_24","t",15,6637.71560244666,5945.5937503512,7431.63663681548,234810.649846554,0.0282683754198727,0.0253208010549631,0.0316494871151371
"258","Gaza Strip","conflict","23_24","t",20,6583.48655036126,5904.88555358489,7376.9422721218,189353.985484772,0.0347681435566652,0.0311843742737581,0.0389584737455397
"259","Gaza Strip","conflict","23_24","t",25,7025.48044336215,6295.45704660122,7862.54360609725,183295.662461528,0.038328678098625,0.0343459139297557,0.0428954155298001
"260","Gaza Strip","conflict","23_24","t",30,7881.31546520086,6858.27876969152,9119.73806839071,171513.391045302,0.0459516042284954,0.0399868414232452,0.0531721634842024
"261","Gaza Strip","conflict","23_24","t",35,5773.35782417291,5018.76206386303,6692.95444516481,130058.202155496,0.0443905707482436,0.0385885855769609,0.0514612253148233
"262","Gaza Strip","conflict","23_24","t",40,4026.46065814304,3484.51261812971,4668.77113466305,98100.0139075312,0.0410444453345172,0.0355200012653842,0.0475919518121967
"263","Gaza Strip","conflict","23_24","t",45,2623.16088272298,2196.23045957782,3179.58086019467,81588.9318197005,0.0321509403814696,0.0269182401410913,0.0389707376880613
"264","Gaza Strip","conflict","23_24","t",50,2194.80118416091,1832.02622418884,2666.16075491987,62350.5054435114,0.0352010167126771,0.0293827004473705,0.0427608523131439
"265","Gaza Strip","conflict","23_24","t",55,2027.9516738292,1683.41417380879,2489.21689246205,53936.3679629928,0.0375989661599134,0.0312111148263418,0.0461509921129648
"266","Gaza Strip","conflict","23_24","t",60,2556.4465043593,2054.42531987801,3238.98416167969,41148.5701194894,0.062127225731921,0.0499270160278294,0.0787143794371021
"267","Gaza Strip","conflict","23_24","t",65,1946.89394875306,1546.14287025191,2480.31185892141,27114.1955022249,0.0718034930666963,0.0570233725033456,0.0914765056819731
"268","Gaza Strip","conflict","23_24","t",70,1504.98053251193,1195.01290142369,1931.13498985169,19078.4918804444,0.0788836215117479,0.062636654349424,0.101220526336839
"269","Gaza Strip","conflict","23_24","t",75,951.583124544662,745.403304764615,1226.36824791616,11700.5964283161,0.0813277451602192,0.0637064366189657,0.104812455965773
"270","Gaza Strip","conflict","23_24","t",80,1014.82750249449,788.866052934586,1322.21620698674,7231.53990608893,0.140333527253305,0.109086869903098,0.182840200587628
"271","Gaza Strip","noconflict","23_24","f",0,391.945186788846,391.942109110032,391.945399865247,32907.5521485451,0.011910493525,0.0119104,0.0119105
"272","Gaza Strip","noconflict","23_24","f",1,70.0441490017231,70.0402880550958,70.0532225496585,129344.945623446,0.00054152985,0.000541499999999997,0.0005416
"273","Gaza Strip","noconflict","23_24","f",5,36.5111314830611,36.5092364207703,36.5230186919752,137822.712045189,0.00026491375,0.000264899999999998,0.000265000000000001
"274","Gaza Strip","noconflict","23_24","f",10,27.0585225894525,27.0547314805825,27.067987106002,132556.254191978,0.0002041286,0.000204099999999999,0.000204200000000002
"275","Gaza Strip","noconflict","23_24","f",15,22.9248595120111,22.9246233320116,22.924623332012,115209.755799393,0.000198983665514652,0.000198981615514651,0.000198981615514655
"276","Gaza Strip","noconflict","23_24","f",20,29.6786794959165,29.6743841989811,29.6836813784952,92971.7951379931,0.000319222399135845,0.000319176199135845,0.000319276199135848
"277","Gaza Strip","noconflict","23_24","f",25,28.0265409922139,28.0202566089428,28.0293380876584,90814.7871533084,0.000308612086982058,0.000308542886982057,0.00030864288698206
"278","Gaza Strip","noconflict","23_24","f",30,35.0999603940597,35.0980967191047,35.1066456867883,85489.6768333666,0.000410575424942538,0.000410553624942537,0.00041065362494254
"279","Gaza Strip","noconflict","23_24","f",35,51.5340137687279,51.533279864328,51.5398179881569,65381.2382872897,0.000788207980128548,0.000788196755128546,0.000788296755128549
"280","Gaza Strip","noconflict","23_24","f",40,43.5763904761376,43.5737103082811,43.578685097806,49747.895247178,0.000875944404474268,0.000875890529474267,0.00087599052947427
"281","Gaza Strip","noconflict","23_24","f",45,53.8551152465737,53.8531600329409,53.857259013303,40989.803616758,0.00131386614461739,0.00131381844461738,0.00131391844461739
"282","Gaza Strip","noconflict","23_24","f",50,79.4071026815593,79.4069400065619,79.4100534036383,31133.9707631387,0.0025504971173023,0.0025504918923023,0.0025505918923023
"283","Gaza Strip","noconflict","23_24","f",55,126.161614133705,126.160012374089,126.162651187294,26388.1320527312,0.00478099828671454,0.00478093758671453,0.00478103758671454
"284","Gaza Strip","noconflict","23_24","f",60,156.120613190232,156.120051227053,156.122074496825,20232.6977210316,0.00771625293585774,0.00771622516085773,0.00771632516085774
"285","Gaza Strip","noconflict","23_24","f",65,227.425691987487,227.425494159805,227.426887312493,13931.5268786132,0.0163245345588513,0.0163245203588513,0.0163246203588513
"286","Gaza Strip","noconflict","23_24","f",70,332.913811962491,332.909952818405,332.917033585549,10079.3838352712,0.033029182875,0.0330288,0.0330295025
"287","Gaza Strip","noconflict","23_24","f",75,284.381444810429,284.378415634589,284.384277925217,6513.65625336905,0.04365926505,0.0436588,0.0436597
"288","Gaza Strip","noconflict","23_24","f",80,591.938367650828,591.936652713129,591.940878779416,4226.06628718286,0.1400684058,0.140068,0.140069
"289","Gaza Strip","noconflict","23_24","m",0,456.321529637408,456.321082801617,456.324493761854,34109.6023689617,0.013378095842379,0.013378082742379,0.013378182742379
"290","Gaza Strip","noconflict","23_24","m",1,78.1474968788238,78.1425194672782,78.1559266364244,134071.691457358,0.00058287842891636,0.000582841303916358,0.000582941303916361
"291","Gaza Strip","noconflict","23_24","m",5,50.8246032954121,50.8110405714952,50.8253926602966,143520.888009682,0.000354126873100057,0.000354032373100057,0.00035413237310006
"292","Gaza Strip","noconflict","23_24","m",10,48.2878285397648,48.2854243727219,48.2992414246911,138170.519688035,0.000349479966122948,0.000349462566122946,0.000349562566122949
"293","Gaza Strip","noconflict","23_24","m",15,34.0616352267316,34.0554428904416,34.0674029798475,119600.894047161,0.000284794152235187,0.000284742377235182,0.000284842377235191
"294","Gaza Strip","noconflict","23_24","m",20,45.600710013233,45.5945295052769,45.6041677243118,96382.1903467788,0.000473123819340105,0.000473059694340104,0.000473159694340107
"295","Gaza Strip","noconflict","23_24","m",25,70.8002468932701,70.7996943200398,70.8089424075709,92480.8753082202,0.000765566357988148,0.000765560382988144,0.000765660382988147
"296","Gaza Strip","noconflict","23_24","m",30,59.3478702389238,59.3425475216068,59.3511498930282,86023.7142119349,0.000689901276440001,0.000689839401439999,0.000689939401440002
"297","Gaza Strip","noconflict","23_24","m",35,71.2836270050069,71.2784771017588,71.2849447981458,64676.9638682061,0.00110214862822354,0.00110206900322354,0.00110216900322354
"298","Gaza Strip","noconflict","23_24","m",40,69.27145750033,69.269389238454,69.2742244503206,48352.1186603532,0.0014326457540966,0.00143260297909659,0.0014327029790966
"299","Gaza Strip","noconflict","23_24","m",45,80.4689858807453,80.4688072445809,80.4728671574013,40599.1282029425,0.00198203728608421,0.00198203288608421,0.00198213288608421
"300","Gaza Strip","noconflict","23_24","m",50,134.81461756583,134.811796371508,134.814918024976,31216.5346803728,0.00431869260781831,0.00431860223281831,0.00431870223281831
"301","Gaza Strip","noconflict","23_24","m",55,194.626449907996,194.625560788682,194.628315612273,27548.2359102616,0.00706493332429677,0.00706490104929677,0.00706500104929677
"302","Gaza Strip","noconflict","23_24","m",60,316.915037862931,316.907582923111,316.92222403379,20915.8723984579,0.0151518919137361,0.0151515354887361,0.0151522354887361
"303","Gaza Strip","noconflict","23_24","m",65,260.243499919709,260.236980430941,260.254117900151,13182.6686236118,0.0197413367012489,0.0197408421512489,0.0197421421512489
"304","Gaza Strip","noconflict","23_24","m",70,357.338103963615,357.332600334112,357.342499352962,8999.1080451732,0.0397081690951892,0.0397075575201892,0.0397086575201892
"305","Gaza Strip","noconflict","23_24","m",75,180.165596731516,180.16316613135,180.167834377507,5186.94017494703,0.0347344659191786,0.0347339973191786,0.0347348973191786
"306","Gaza Strip","noconflict","23_24","m",80,618.446655561371,618.44564181512,618.448647288739,3005.47361890607,0.205773443383766,0.205773106083766,0.205774106083766
"307","Gaza Strip","noconflict","23_24","t",0,848.266716426254,848.263191911648,848.2698936271,67017.1545175068,0.0126574564756351,0.0126574038844048,0.0126575038844048
"308","Gaza Strip","noconflict","23_24","t",1,148.191645880547,148.182807522374,148.209149186083,263416.637080804,0.000562575118727555,0.000562541565956286,0.000562641565956288
"309","Gaza Strip","noconflict","23_24","t",5,87.3357347784733,87.3202769922655,87.3484113522713,281343.600054871,0.000310423747906261,0.000310368805173586,0.000310468805173587
"310","Gaza Strip","noconflict","23_24","t",10,75.3463511292173,75.3401558533044,75.3672285306927,270726.773880013,0.000278311413567877,0.000278288529699303,0.000278388529699304
"311","Gaza Strip","noconflict","23_24","t",15,56.9864947387427,56.9800662224533,56.9920263118596,234810.649846554,0.000242691269650601,0.000242663892202884,0.000242714827241027
"312","Gaza Strip","noconflict","23_24","t",20,75.2793895091495,75.268913704258,75.287849102807,189353.985484772,0.000397559044328663,0.000397503720407888,0.000397603720407891
"313","Gaza Strip","noconflict","23_24","t",25,98.8267878854841,98.8199509289827,98.8382804952291,183295.662461528,0.00053916599311905,0.0005391286929647,0.000539228692964701
"314","Gaza Strip","noconflict","23_24","t",30,94.4478306329835,94.4406442407115,94.4577955798165,171513.391045302,0.000550673215994179,0.000550631316103866,0.000550731316103869
"315","Gaza Strip","noconflict","23_24","t",35,122.817640773735,122.811756966087,122.824762786303,130058.202155496,0.000944328298701958,0.00094428305889739,0.000944383058897393
"316","Gaza Strip","noconflict","23_24","t",40,112.847847976468,112.843099546735,112.852909548126,98100.0139075312,0.00115033467867637,0.00115028627471043,0.00115038627471043
"317","Gaza Strip","noconflict","23_24","t",45,134.324101127319,134.321967277522,134.326066257884,81588.9318197005,0.00164635200058943,0.00164632584692191,0.00164637608633883
"318","Gaza Strip","noconflict","23_24","t",50,214.221720247389,214.21873637807,214.224971428614,62350.5054435114,0.00343576557597389,0.0034357177195965,0.0034358177195965
"319","Gaza Strip","noconflict","23_24","t",55,320.788064041701,320.785573162771,320.790966799568,53936.3679629928,0.00594752809944122,0.00594748191763433,0.00594758191763433
"320","Gaza Strip","noconflict","23_24","t",60,473.035651053163,473.027634150164,473.044298530615,41148.5701194894,0.0114957980235896,0.0114956031953616,0.011496008176152
"321","Gaza Strip","noconflict","23_24","t",65,487.669191907195,487.662474590746,487.679612059957,27114.1955022249,0.0179857518496973,0.0179855041080134,0.0179861361558723
"322","Gaza Strip","noconflict","23_24","t",70,690.251915926106,690.244569029284,690.257599890864,19078.4918804444,0.0361795848566846,0.0361791997687611,0.03617988278195
"323","Gaza Strip","noconflict","23_24","t",75,464.547041541945,464.544175236026,464.550037526654,11700.5964283161,0.0397028514219768,0.0397026064510527,0.0397031074759931
"324","Gaza Strip","noconflict","23_24","t",80,1210.3850232122,1210.38229452825,1210.38952606815,7231.53990608893,0.167375834045119,0.167375456714152,0.167376456714152
"325","Gaza Strip","all","24","f",0,806.827362456753,723.415588069733,908.44649052193,32043.9227077609,0.02517879505,0.02257575,0.02835004
"326","Gaza Strip","all","24","f",1,1614.99874124856,1374.7706762402,1903.06269949824,125613.414483102,0.012856897075,0.0109444575,0.015150155
"327","Gaza Strip","all","24","f",5,1974.90002994566,1678.97604530523,2338.14700956246,134426.404421101,0.014691310375,0.0124899275,0.01739351
"328","Gaza Strip","all","24","f",10,1904.99322920656,1622.43435273508,2253.46527208139,128699.413252497,0.014801879675,0.012606385,0.0175095225
"329","Gaza Strip","all","24","f",15,1059.43565515323,935.747210388362,1199.37697740512,112674.211061535,0.009402645425,0.0083048925,0.010644645
"330","Gaza Strip","all","24","f",20,953.80778627545,836.618552588234,1083.29064893191,90591.1766235371,0.0105287051325,0.00923509975,0.011958015
"331","Gaza Strip","all","24","f",25,985.86341322355,863.831239165982,1129.02986805045,87456.4418447825,0.0112726220325,0.009877274,0.012909625
"332","Gaza Strip","all","24","f",30,1463.61150109221,1242.55155482845,1738.24897728516,83382.6627175982,0.0175529475,0.0149017975,0.0208466475
"333","Gaza Strip","all","24","f",35,1066.08649749942,904.455833632917,1263.28973762275,64348.0895533595,0.0165674926,0.014055675,0.019632125
"334","Gaza Strip","all","24","f",40,818.425947831915,688.240371096158,975.647605317624,48623.5696095901,0.0168318771,0.01415446,0.0200653225
"335","Gaza Strip","all","24","f",45,771.905331805058,595.727944384619,1024.09466207629,39984.9547897973,0.01930489445,0.0148988025,0.025612
"336","Gaza Strip","all","24","f",50,686.701255400865,535.255965407894,902.79257531715,30496.0916956632,0.0225176807,0.017551625,0.02960355
"337","Gaza Strip","all","24","f",55,723.100830314339,572.966267051629,936.062122675491,25493.7884510179,0.02836380445,0.02247474,0.0367172625
"338","Gaza Strip","all","24","f",60,699.63408562054,560.825721643842,892.652693582536,19866.4257268276,0.035216907925,0.028229825,0.0449327275
"339","Gaza Strip","all","24","f",65,646.931517224194,541.079389911324,797.867712001254,13544.230786146,0.04776436015,0.0399490675,0.0589083075
"340","Gaza Strip","all","24","f",70,654.673278902638,563.126237658275,785.267372760595,9786.77116742779,0.066893694325,0.0575395325,0.080237635
"341","Gaza Strip","all","24","f",75,616.680971196676,529.313049227288,742.799871366723,6303.5040238454,0.09783145515,0.08397124,0.1178392
"342","Gaza Strip","all","24","f",80,788.507025604363,719.748534934388,885.425414773961,4058.92708443044,0.1942648905,0.177324825,0.218142725
"343","Gaza Strip","all","24","m",0,811.904817474071,752.091119723753,877.451344360549,33204.7740085692,0.024451448375,0.02265009,0.0264254575
"344","Gaza Strip","all","24","m",1,1360.56087193956,1212.64454218145,1532.50309454967,130153.055399412,0.0104535453875,0.0093170655,0.0117746225
"345","Gaza Strip","all","24","m",5,1629.11040512771,1447.13163468702,1838.28715763977,139815.496532902,0.0116518586675,0.010350295,0.01314795
"346","Gaza Strip","all","24","m",10,1889.87493814716,1676.54461979068,2127.51802589753,133810.373024154,0.0141235309,0.0125292575,0.0158995
"347","Gaza Strip","all","24","m",15,2752.93897439934,2449.29347997712,3096.75187211474,116213.42322356,0.02368864885,0.0210758225,0.02664711
"348","Gaza Strip","all","24","m",20,2844.63390101225,2538.65344801889,3209.60949523571,93140.4113878647,0.030541349975,0.0272561975,0.0344599025
"349","Gaza Strip","all","24","m",25,3084.1177929411,2766.25093560826,3460.24949943859,88138.9453442581,0.0349915441,0.031385115,0.03925903
"350","Gaza Strip","all","24","m",30,3085.60195400774,2694.25251277622,3566.94218328091,82815.5799429327,0.03725871335,0.03253316,0.0430709075
"351","Gaza Strip","all","24","m",35,2328.18816162445,2026.29500932247,2679.38481368918,62894.6740319432,0.0370172546,0.032217275,0.04260114
"352","Gaza Strip","all","24","m",40,1567.76327668861,1363.68533099589,1812.15489296937,46700.9366827147,0.033570274775,0.029200385,0.038803395
"353","Gaza Strip","all","24","m",45,837.821068694511,747.59086486995,943.220755450171,39253.3355632792,0.02134394585,0.0190452825,0.02402906
"354","Gaza Strip","all","24","m",50,765.660119883042,685.855608995287,853.623205039388,30314.0533668517,0.025257596225,0.022625005,0.0281593225
"355","Gaza Strip","all","24","m",55,726.849381225007,655.319822981812,808.861238149292,26363.1710834496,0.027570635525,0.0248573975,0.030681485
"356","Gaza Strip","all","24","m",60,1205.59969963148,1027.14179146651,1437.50652751675,20376.5054716409,0.059166165725,0.0504081425,0.070547255
"357","Gaza Strip","all","24","m",65,923.262507513335,781.112340374487,1103.99566943675,12686.227505478,0.072776757875,0.06157168,0.087023165
"358","Gaza Strip","all","24","m",70,857.821943402445,748.70017014649,996.637888516588,8582.59432780275,0.099949025975,0.087234715,0.11612315
"359","Gaza Strip","all","24","m",75,565.426767837442,484.084681367991,672.805705482153,4964.20813035033,0.11390069735,0.097514985,0.135531325
"360","Gaza Strip","all","24","m",80,764.688523405611,720.348578707518,825.47717939544,2902.23497395454,0.26348263675,0.248204775,0.2844281
"361","Gaza Strip","all","24","t",0,1618.73217993082,1495.9020557745,1763.02310239561,65248.6967163301,0.0248086515347317,0.0229261599243578,0.0270200508381092
"362","Gaza Strip","all","24","t",1,2975.55961318812,2605.00743164135,3418.09633568541,255766.469882515,0.0116338924901099,0.0101851014045662,0.0133641299317127
"363","Gaza Strip","all","24","t",5,3604.01043507337,3151.49078726456,4157.57095538778,274241.900954003,0.0131417205851335,0.0114916457926433,0.0151602324113306
"364","Gaza Strip","all","24","t",10,3794.86816735372,3331.26091109696,4353.57732620246,262509.786276651,0.0144561016988313,0.0126900446583209,0.0165844381954369
"365","Gaza Strip","all","24","t",15,3812.37462955257,3410.32611663014,4273.49582359025,228887.634285095,0.0166560969598034,0.0148995647024878,0.0186707151609043
"366","Gaza Strip","all","24","t",20,3798.4416872877,3401.14177113023,4269.49863441492,183731.588011402,0.0206738630433651,0.0185114699543073,0.0232376951651338
"367","Gaza Strip","all","24","t",25,4069.98120616465,3647.93565725768,4558.2818457426,175595.387189041,0.0231781783753979,0.0207746667817101,0.025959006775248
"368","Gaza Strip","all","24","t",30,4549.21345509995,3952.70549847633,5295.06927731403,166198.242660531,0.027372211536508,0.023783076374339,0.0318599594830223
"369","Gaza Strip","all","24","t",35,3394.27465912387,2953.61884136445,3927.9089984059,127242.763585303,0.0266755810977681,0.0232124700701299,0.0308694096837393
