"year","sex","age","dx","source","region"
2021,"f",30,50,"pcbs_gaza","Gaza Strip"
2021,"f",35,62,"pcbs_gaza","Gaza Strip"
2021,"f",40,59,"pcbs_gaza","Gaza Strip"
2021,"f",45,101,"pcbs_gaza","Gaza Strip"
2021,"f",50,114,"pcbs_gaza","Gaza Strip"
2021,"f",55,192,"pcbs_gaza","Gaza Strip"
2021,"f",60,208,"pcbs_gaza","Gaza Strip"
2021,"f",65,305,"pcbs_gaza","Gaza Strip"
2021,"f",70,395,"pcbs_gaza","Gaza Strip"
2021,"f",75,375,"pcbs_gaza","Gaza Strip"
2021,"f",80,757,"pcbs_gaza","Gaza Strip"
2022,"m",0,214,"pcbs_gaza","Gaza Strip"
2022,"m",1,72,"pcbs_gaza","Gaza Strip"
2022,"m",5,48,"pcbs_gaza","Gaza Strip"
2022,"m",10,48,"pcbs_gaza","Gaza Strip"
2022,"m",15,53,"pcbs_gaza","Gaza Strip"
2022,"m",20,53,"pcbs_gaza","Gaza Strip"
2022,"m",25,61,"pcbs_gaza","Gaza Strip"
2022,"m",30,53,"pcbs_gaza","Gaza Strip"
2022,"m",35,67,"pcbs_gaza","Gaza Strip"
2022,"m",40,81,"pcbs_gaza","Gaza Strip"
2022,"m",45,95,"pcbs_gaza","Gaza Strip"
2022,"m",50,177,"pcbs_gaza","Gaza Strip"
2022,"m",55,280,"pcbs_gaza","Gaza Strip"
2022,"m",60,311,"pcbs_gaza","Gaza Strip"
2022,"m",65,317,"pcbs_gaza","Gaza Strip"
2022,"m",70,385,"pcbs_gaza","Gaza Strip"
2022,"m",75,320,"pcbs_gaza","Gaza Strip"
2022,"m",80,511,"pcbs_gaza","Gaza Strip"
2022,"f",0,185,"pcbs_gaza","Gaza Strip"
2022,"f",1,66,"pcbs_gaza","Gaza Strip"
2022,"f",5,26,"pcbs_gaza","Gaza Strip"
2022,"f",10,39,"pcbs_gaza","Gaza Strip"
2022,"f",15,24,"pcbs_gaza","Gaza Strip"
2022,"f",20,24,"pcbs_gaza","Gaza Strip"
2022,"f",25,44,"pcbs_gaza","Gaza Strip"
2022,"f",30,47,"pcbs_gaza","Gaza Strip"
2022,"f",35,40,"pcbs_gaza","Gaza Strip"
2022,"f",40,53,"pcbs_gaza","Gaza Strip"
2022,"f",45,73,"pcbs_gaza","Gaza Strip"
2022,"f",50,109,"pcbs_gaza","Gaza Strip"
2022,"f",55,134,"pcbs_gaza","Gaza Strip"
2022,"f",60,194,"pcbs_gaza","Gaza Strip"
2022,"f",65,246,"pcbs_gaza","Gaza Strip"
2022,"f",70,275,"pcbs_gaza","Gaza Strip"
2022,"f",75,313,"pcbs_gaza","Gaza Strip"
2022,"f",80,736,"pcbs_gaza","Gaza Strip"
2012,"t",0,581,"pcbs","Palestine"
2012,"t",5,77,"pcbs","Palestine"
2012,"t",10,58,"pcbs","Palestine"
2012,"t",15,82,"pcbs","Palestine"
2012,"t",20,89,"pcbs","Palestine"
2012,"t",25,73,"pcbs","Palestine"
2012,"t",30,89,"pcbs","Palestine"
2012,"t",35,117,"pcbs","Palestine"
2012,"t",40,134,"pcbs","Palestine"
2012,"t",45,242,"pcbs","Palestine"
2012,"t",50,317,"pcbs","Palestine"
2012,"t",55,431,"pcbs","Palestine"
2012,"t",60,447,"pcbs","Palestine"
2012,"t",65,607,"pcbs","Palestine"
2012,"t",70,669,"pcbs","Palestine"
2012,"t",75,854,"pcbs","Palestine"
2012,"t",80,1932,"pcbs","Palestine"
2013,"t",0,485,"pcbs","Palestine"
2013,"t",5,61,"pcbs","Palestine"
2013,"t",10,58,"pcbs","Palestine"
2013,"t",15,104,"pcbs","Palestine"
2013,"t",20,112,"pcbs","Palestine"
2013,"t",25,89,"pcbs","Palestine"
2013,"t",30,105,"pcbs","Palestine"
2013,"t",35,114,"pcbs","Palestine"
2013,"t",40,148,"pcbs","Palestine"
2013,"t",45,226,"pcbs","Palestine"
2013,"t",50,310,"pcbs","Palestine"
2013,"t",55,400,"pcbs","Palestine"
2013,"t",60,479,"pcbs","Palestine"
2013,"t",65,639,"pcbs","Palestine"
2013,"t",70,690,"pcbs","Palestine"
2013,"t",75,767,"pcbs","Palestine"
2013,"t",80,1792,"pcbs","Palestine"
2014,"t",0,456,"pcbs","Palestine"
2014,"t",5,44,"pcbs","Palestine"
2014,"t",10,61,"pcbs","Palestine"
2014,"t",15,116,"pcbs","Palestine"
2014,"t",20,87,"pcbs","Palestine"
2014,"t",25,88,"pcbs","Palestine"
2014,"t",30,90,"pcbs","Palestine"
2014,"t",35,115,"pcbs","Palestine"
2014,"t",40,146,"pcbs","Palestine"
2014,"t",45,218,"pcbs","Palestine"
2014,"t",50,367,"pcbs","Palestine"
2014,"t",55,427,"pcbs","Palestine"
2014,"t",60,477,"pcbs","Palestine"
2014,"t",65,636,"pcbs","Palestine"
2014,"t",70,663,"pcbs","Palestine"
2014,"t",75,804,"pcbs","Palestine"
2014,"t",80,1821,"pcbs","Palestine"
2015,"t",0,546,"pcbs","Palestine"
2015,"t",5,74,"pcbs","Palestine"
2015,"t",10,56,"pcbs","Palestine"
2015,"t",15,122,"pcbs","Palestine"
2015,"t",20,154,"pcbs","Palestine"
2015,"t",25,82,"pcbs","Palestine"
2015,"t",30,91,"pcbs","Palestine"
2015,"t",35,129,"pcbs","Palestine"
2015,"t",40,154,"pcbs","Palestine"
2015,"t",45,210,"pcbs","Palestine"
2015,"t",50,351,"pcbs","Palestine"
2015,"t",55,484,"pcbs","Palestine"
2015,"t",60,539,"pcbs","Palestine"
2015,"t",65,660,"pcbs","Palestine"
2015,"t",70,736,"pcbs","Palestine"
2015,"t",75,890,"pcbs","Palestine"
2015,"t",80,2010,"pcbs","Palestine"
2016,"t",0,548,"pcbs","Palestine"
2016,"t",5,74,"pcbs","Palestine"
2016,"t",10,57,"pcbs","Palestine"
2016,"t",15,136,"pcbs","Palestine"
2016,"t",20,148,"pcbs","Palestine"
2016,"t",25,119,"pcbs","Palestine"
2016,"t",30,90,"pcbs","Palestine"
2016,"t",35,117,"pcbs","Palestine"
2016,"t",40,151,"pcbs","Palestine"
2016,"t",45,241,"pcbs","Palestine"
2016,"t",50,375,"pcbs","Palestine"
2016,"t",55,471,"pcbs","Palestine"
2016,"t",60,541,"pcbs","Palestine"
2016,"t",65,685,"pcbs","Palestine"
2016,"t",70,784,"pcbs","Palestine"
2016,"t",75,899,"pcbs","Palestine"
2016,"t",80,1952,"pcbs","Palestine"
2017,"t",0,490,"pcbs","Palestine"
2017,"t",5,60,"pcbs","Palestine"
2017,"t",10,54,"pcbs","Palestine"
2017,"t",15,93,"pcbs","Palestine"
2017,"t",20,100,"pcbs","Palestine"
2017,"t",25,103,"pcbs","Palestine"
2017,"t",30,87,"pcbs","Palestine"
2017,"t",35,111,"pcbs","Palestine"
2017,"t",40,137,"pcbs","Palestine"
2017,"t",45,230,"pcbs","Palestine"
2017,"t",50,378,"pcbs","Palestine"
2017,"t",55,488,"pcbs","Palestine"
2017,"t",60,548,"pcbs","Palestine"
2017,"t",65,572,"pcbs","Palestine"
2017,"t",70,778,"pcbs","Palestine"
2017,"t",75,746,"pcbs","Palestine"
2017,"t",80,2148,"pcbs","Palestine"
2018,"t",0,1197,"pcbs","Palestine"
2018,"t",5,134,"pcbs","Palestine"
2018,"t",10,151,"pcbs","Palestine"
2018,"t",15,176,"pcbs","Palestine"
2018,"t",20,247,"pcbs","Palestine"
2018,"t",25,265,"pcbs","Palestine"
2018,"t",30,198,"pcbs","Palestine"
2018,"t",35,210,"pcbs","Palestine"
2018,"t",40,267,"pcbs","Palestine"
2018,"t",45,368,"pcbs","Palestine"
2018,"t",50,577,"pcbs","Palestine"
2018,"t",55,844,"pcbs","Palestine"
2018,"t",60,973,"pcbs","Palestine"
2018,"t",65,1076,"pcbs","Palestine"
2018,"t",70,1340,"pcbs","Palestine"
2018,"t",75,1198,"pcbs","Palestine"
2018,"t",80,3075,"pcbs","Palestine"
2019,"t",0,1118,"pcbs","Palestine"
2019,"t",5,159,"pcbs","Palestine"
2019,"t",10,123,"pcbs","Palestine"
2019,"t",15,153,"pcbs","Palestine"
2019,"t",20,228,"pcbs","Palestine"
2019,"t",25,197,"pcbs","Palestine"
2019,"t",30,198,"pcbs","Palestine"
2019,"t",35,218,"pcbs","Palestine"
2019,"t",40,258,"pcbs","Palestine"
2019,"t",45,359,"pcbs","Palestine"
2019,"t",50,605,"pcbs","Palestine"
2019,"t",55,832,"pcbs","Palestine"
2019,"t",60,1076,"pcbs","Palestine"
2019,"t",65,1152,"pcbs","Palestine"
2019,"t",70,1444,"pcbs","Palestine"
2019,"t",75,1333,"pcbs","Palestine"
2019,"t",80,3149,"pcbs","Palestine"
2020,"t",0,986,"pcbs","Palestine"
2020,"t",5,115,"pcbs","Palestine"
2020,"t",10,110,"pcbs","Palestine"
2020,"t",15,152,"pcbs","Palestine"
2020,"t",20,177,"pcbs","Palestine"
2020,"t",25,197,"pcbs","Palestine"
2020,"t",30,191,"pcbs","Palestine"
2020,"t",35,220,"pcbs","Palestine"
2020,"t",40,307,"pcbs","Palestine"
2020,"t",45,456,"pcbs","Palestine"
2020,"t",50,668,"pcbs","Palestine"
2020,"t",55,1005,"pcbs","Palestine"
2020,"t",60,1222,"pcbs","Palestine"
2020,"t",65,1443,"pcbs","Palestine"
2020,"t",70,1599,"pcbs","Palestine"
2020,"t",75,1677,"pcbs","Palestine"
2020,"t",80,3581,"pcbs","Palestine"
2021,"t",0,1075,"pcbs","Palestine"
2021,"t",5,142,"pcbs","Palestine"
2021,"t",10,145,"pcbs","Palestine"
2021,"t",15,199,"pcbs","Palestine"
2021,"t",20,201,"pcbs","Palestine"
2021,"t",25,279,"pcbs","Palestine"
2021,"t",30,275,"pcbs","Palestine"
2021,"t",35,312,"pcbs","Palestine"
2021,"t",40,341,"pcbs","Palestine"
2021,"t",45,546,"pcbs","Palestine"
2021,"t",50,776,"pcbs","Palestine"
2021,"t",55,1227,"pcbs","Palestine"
2021,"t",60,1553,"pcbs","Palestine"
2021,"t",65,1738,"pcbs","Palestine"
2021,"t",70,2080,"pcbs","Palestine"
2021,"t",75,2005,"pcbs","Palestine"
2021,"t",80,3861,"pcbs","Palestine"
2022,"t",0,1108,"pcbs","Palestine"
2022,"t",5,145,"pcbs","Palestine"
2022,"t",10,170,"pcbs","Palestine"
2022,"t",15,222,"pcbs","Palestine"
2022,"t",20,202,"pcbs","Palestine"
2022,"t",25,255,"pcbs","Palestine"
2022,"t",30,238,"pcbs","Palestine"
2022,"t",35,241,"pcbs","Palestine"
2022,"t",40,318,"pcbs","Palestine"
2022,"t",45,439,"pcbs","Palestine"
2022,"t",50,677,"pcbs","Palestine"
2022,"t",55,1006,"pcbs","Palestine"
2022,"t",60,1240,"pcbs","Palestine"
2022,"t",65,1377,"pcbs","Palestine"
2022,"t",70,1556,"pcbs","Palestine"
2022,"t",75,1635,"pcbs","Palestine"
2022,"t",80,3621,"pcbs","Palestine"
2023,"t",0,531,"pcbs","West Bank"
2023,"t",5,64,"pcbs","West Bank"
2023,"t",10,103,"pcbs","West Bank"
2023,"t",15,222,"pcbs","West Bank"
2023,"t",20,226,"pcbs","West Bank"
2023,"t",25,165,"pcbs","West Bank"
2023,"t",30,153,"pcbs","West Bank"
2023,"t",35,150,"pcbs","West Bank"
2023,"t",40,157,"pcbs","West Bank"
2023,"t",45,244,"pcbs","West Bank"
2023,"t",50,343,"pcbs","West Bank"
2023,"t",55,507,"pcbs","West Bank"
2023,"t",60,702,"pcbs","West Bank"
2023,"t",65,756,"pcbs","West Bank"
2023,"t",70,828,"pcbs","West Bank"
2023,"t",75,911,"pcbs","West Bank"
2023,"t",80,1976,"pcbs","West Bank"
2017,"t",0,443,"pcbs_gaza","Gaza Strip"
2017,"t",1,136,"pcbs_gaza","Gaza Strip"
2017,"t",5,79,"pcbs_gaza","Gaza Strip"
2017,"t",10,57,"pcbs_gaza","Gaza Strip"
2017,"t",15,71,"pcbs_gaza","Gaza Strip"
2017,"t",20,91,"pcbs_gaza","Gaza Strip"
2017,"t",25,86,"pcbs_gaza","Gaza Strip"
2017,"t",30,83,"pcbs_gaza","Gaza Strip"
2017,"t",35,88,"pcbs_gaza","Gaza Strip"
2017,"t",40,89,"pcbs_gaza","Gaza Strip"
2017,"t",45,145,"pcbs_gaza","Gaza Strip"
2017,"t",50,185,"pcbs_gaza","Gaza Strip"
2017,"t",55,292,"pcbs_gaza","Gaza Strip"
2017,"t",60,336,"pcbs_gaza","Gaza Strip"
2017,"t",65,455,"pcbs_gaza","Gaza Strip"
2017,"t",70,506,"pcbs_gaza","Gaza Strip"
2017,"t",75,430,"pcbs_gaza","Gaza Strip"
2017,"t",80,1083,"pcbs_gaza","Gaza Strip"
2018,"t",0,519,"pcbs_gaza","Gaza Strip"
2018,"t",1,171,"pcbs_gaza","Gaza Strip"
2018,"t",5,81,"pcbs_gaza","Gaza Strip"
2018,"t",10,89,"pcbs_gaza","Gaza Strip"
2018,"t",15,110,"pcbs_gaza","Gaza Strip"
2018,"t",20,153,"pcbs_gaza","Gaza Strip"
2018,"t",25,160,"pcbs_gaza","Gaza Strip"
2018,"t",30,111,"pcbs_gaza","Gaza Strip"
2018,"t",35,96,"pcbs_gaza","Gaza Strip"
2018,"t",40,109,"pcbs_gaza","Gaza Strip"
2018,"t",45,123,"pcbs_gaza","Gaza Strip"
2018,"t",50,244,"pcbs_gaza","Gaza Strip"
2018,"t",55,351,"pcbs_gaza","Gaza Strip"
2018,"t",60,393,"pcbs_gaza","Gaza Strip"
2018,"t",65,489,"pcbs_gaza","Gaza Strip"
2018,"t",70,544,"pcbs_gaza","Gaza Strip"
2018,"t",75,459,"pcbs_gaza","Gaza Strip"
2018,"t",80,1023,"pcbs_gaza","Gaza Strip"
2019,"t",0,428,"pcbs_gaza","Gaza Strip"
2019,"t",1,163,"pcbs_gaza","Gaza Strip"
2019,"t",5,92,"pcbs_gaza","Gaza Strip"
2019,"t",10,69,"pcbs_gaza","Gaza Strip"
2019,"t",15,79,"pcbs_gaza","Gaza Strip"
2019,"t",20,109,"pcbs_gaza","Gaza Strip"
2019,"t",25,104,"pcbs_gaza","Gaza Strip"
2019,"t",30,97,"pcbs_gaza","Gaza Strip"
2019,"t",35,108,"pcbs_gaza","Gaza Strip"
2019,"t",40,108,"pcbs_gaza","Gaza Strip"
2019,"t",45,141,"pcbs_gaza","Gaza Strip"
2019,"t",50,235,"pcbs_gaza","Gaza Strip"
2019,"t",55,324,"pcbs_gaza","Gaza Strip"
2019,"t",60,411,"pcbs_gaza","Gaza Strip"
2019,"t",65,508,"pcbs_gaza","Gaza Strip"
2019,"t",70,590,"pcbs_gaza","Gaza Strip"
2019,"t",75,480,"pcbs_gaza","Gaza Strip"
2019,"t",80,1060,"pcbs_gaza","Gaza Strip"
2020,"t",0,380,"pcbs_gaza","Gaza Strip"
2020,"t",1,146,"pcbs_gaza","Gaza Strip"
2020,"t",5,60,"pcbs_gaza","Gaza Strip"
2020,"t",10,67,"pcbs_gaza","Gaza Strip"
2020,"t",15,79,"pcbs_gaza","Gaza Strip"
2020,"t",20,81,"pcbs_gaza","Gaza Strip"
2020,"t",25,107,"pcbs_gaza","Gaza Strip"
2020,"t",30,89,"pcbs_gaza","Gaza Strip"
2020,"t",35,91,"pcbs_gaza","Gaza Strip"
2020,"t",40,120,"pcbs_gaza","Gaza Strip"
2020,"t",45,176,"pcbs_gaza","Gaza Strip"
2020,"t",50,263,"pcbs_gaza","Gaza Strip"
2020,"t",55,391,"pcbs_gaza","Gaza Strip"
2020,"t",60,475,"pcbs_gaza","Gaza Strip"
2020,"t",65,576,"pcbs_gaza","Gaza Strip"
2020,"t",70,689,"pcbs_gaza","Gaza Strip"
2020,"t",75,612,"pcbs_gaza","Gaza Strip"
2020,"t",80,1150,"pcbs_gaza","Gaza Strip"
2021,"t",0,421,"pcbs_gaza","Gaza Strip"
2021,"t",1,144,"pcbs_gaza","Gaza Strip"
2021,"t",5,79,"pcbs_gaza","Gaza Strip"
2021,"t",10,98,"pcbs_gaza","Gaza Strip"
2021,"t",15,98,"pcbs_gaza","Gaza Strip"
2021,"t",20,102,"pcbs_gaza","Gaza Strip"
2021,"t",25,143,"pcbs_gaza","Gaza Strip"
2021,"t",30,138,"pcbs_gaza","Gaza Strip"
2021,"t",35,159,"pcbs_gaza","Gaza Strip"
2021,"t",40,163,"pcbs_gaza","Gaza Strip"
2021,"t",45,247,"pcbs_gaza","Gaza Strip"
2021,"t",50,311,"pcbs_gaza","Gaza Strip"
2021,"t",55,530,"pcbs_gaza","Gaza Strip"
2021,"t",60,632,"pcbs_gaza","Gaza Strip"
2021,"t",65,735,"pcbs_gaza","Gaza Strip"
2021,"t",70,893,"pcbs_gaza","Gaza Strip"
2021,"t",75,728,"pcbs_gaza","Gaza Strip"
2021,"t",80,1349,"pcbs_gaza","Gaza Strip"
2022,"t",0,399,"pcbs_gaza","Gaza Strip"
2022,"t",1,138,"pcbs_gaza","Gaza Strip"
2022,"t",5,74,"pcbs_gaza","Gaza Strip"
2022,"t",10,87,"pcbs_gaza","Gaza Strip"
2022,"t",15,77,"pcbs_gaza","Gaza Strip"
2022,"t",20,77,"pcbs_gaza","Gaza Strip"
2022,"t",25,105,"pcbs_gaza","Gaza Strip"
2022,"t",30,100,"pcbs_gaza","Gaza Strip"
2022,"t",35,107,"pcbs_gaza","Gaza Strip"
2022,"t",40,134,"pcbs_gaza","Gaza Strip"
2022,"t",45,168,"pcbs_gaza","Gaza Strip"
2022,"t",50,286,"pcbs_gaza","Gaza Strip"
2022,"t",55,414,"pcbs_gaza","Gaza Strip"
2022,"t",60,505,"pcbs_gaza","Gaza Strip"
2022,"t",65,563,"pcbs_gaza","Gaza Strip"
2022,"t",70,660,"pcbs_gaza","Gaza Strip"
2022,"t",75,633,"pcbs_gaza","Gaza Strip"
2022,"t",80,1247,"pcbs_gaza","Gaza Strip"
